"","logFC","logCPM","F","PValue","FDR"
"Prupe.1G039900.v2.1",1.29359835979593,5.75761610207679,80.0199515577517,6.20407927791321e-07,8.09331176870688e-05
"Prupe.8G103800.v2.1",-1.45222723965343,4.51264728821729,79.8432210702444,6.28241924622212e-07,8.15591557505927e-05
"Prupe.2G059500.v2.1",-3.73737248895617,1.66721254137142,79.6849391165592,6.35355120049591e-07,8.20860487552531e-05
"Prupe.6G129900.v2.1",8.07395934519335,0.617269842441565,193.175773262262,6.42081726047226e-07,8.25581924596512e-05
"Prupe.2G040500.v2.1",1.65384033898639,3.38741933792141,79.3428826550183,6.51046777266476e-07,8.33122859308667e-05
"Prupe.4G151100.v2.1",-3.13569393283822,1.7574928753182,79.1843739045851,6.58469529184032e-07,8.38628040652251e-05
"Prupe.6G050200.v2.1",-3.62079602332441,1.91892711247843,78.9687860363029,6.68722421821611e-07,8.47668756679818e-05
"Prupe.8G176400.v2.1",-1.97655737857096,4.06430278721119,78.870931564337,6.73436840066884e-07,8.4822600002406e-05
"Prupe.8G042700.v2.1",2.3432336157914,2.37510892190381,78.8288734775556,6.75474878149625e-07,8.4822600002406e-05
"Prupe.8G235900.v2.1",-1.60426984873138,2.93381775446843,78.5355213844802,6.89889539048268e-07,8.62297748039261e-05
"Prupe.8G120600.v2.1",5.34608237015151,5.24528296642784,78.2595331174007,7.03775747258834e-07,8.75581743337345e-05
"Prupe.3G205800.v2.1",-3.22953395347886,3.99828985195113,78.1264371307427,7.10587447700049e-07,8.79982326361448e-05
"Prupe.1G083300.v2.1",5.17641030427446,0.320265059785144,77.6585985119997,7.35141609104908e-07,9.06213782636523e-05
"Prupe.7G059700.v2.1",1.11714800919589,3.99564406802716,77.5046054384088,7.43436860891315e-07,9.12254738024306e-05
"Prupe.2G083200.v2.1",-1.84989822217768,4.75149993858162,77.3226807895648,7.53376184250066e-07,9.20249009061456e-05
"Prupe.2G278500.v2.1",-4.17687389374975,1.21331891568247,77.1953781354902,7.60422441703206e-07,9.24653044157931e-05
"Prupe.1G163700.v2.1",1.41530883916547,4.23152391857471,76.8390719398194,7.80551776230912e-07,9.44854409128527e-05
"Prupe.6G009900.v2.1",1.4213862757992,5.01986010677992,76.6451834575089,7.91763288516431e-07,9.54128020282603e-05
"Prupe.1G054000.v2.1",-1.06187540065994,5.1703600216929,76.54568810411,7.97588607077832e-07,9.56857082053686e-05
"Prupe.4G029100.v2.1",2.40111108293304,4.75129863370603,76.0725684824917,8.25974478621309e-07,9.86507207288464e-05
