"","logFC","logCPM","F","PValue","FDR"
"Prupe.5G222200.v2.1",6.54653763658062,-0.586403097904073,68.3482062085859,3.28041471606941e-05,0.000904149586307008
"Prupe.1G342200.v2.1",-0.891394610352194,4.66624672988165,38.1067242095727,3.2859407735353e-05,0.00090433587156544
"Prupe.3G229400.v2.1",-2.49483832421872,5.05343965925456,38.1023400539577,3.28782103419579e-05,0.00090433587156544
"Prupe.1G028000.v2.1",3.11769223348078,0.328636123386695,38.0619995946007,3.30518049835015e-05,0.000908099225113834
"Prupe.8G004700.v2.1",-1.32281201000273,7.27487275800104,38.0548651718248,3.30826160602256e-05,0.000908099225113834
"Prupe.3G032700.v2.1",4.79939080848092,0.202787689378432,38.036624826697,3.31615405417496e-05,0.000909336815284118
"Prupe.1G264700.v2.1",-2.01792225909846,5.8859320713817,38.0254733264657,3.32098991900019e-05,0.000909734577913274
"Prupe.1G037000.v2.1",0.920349253043523,5.42821073452494,38.0155113935459,3.32531680914906e-05,0.000909992246560719
"Prupe.4G181700.v2.1",1.88013242864894,3.28609080795581,37.993397120931,3.33494524621949e-05,0.000911698714157236
"Prupe.1G330900.v2.1",1.96733446150701,3.03986953328807,37.9388454612254,3.35883462964028e-05,0.000916804355319169
"Prupe.7G238300.v2.1",-0.863438797062303,5.73418606300623,37.9351850842447,3.36044464700399e-05,0.000916804355319169
"Prupe.6G244600.v2.1",-1.60659446622744,4.18818550308091,37.8931862709541,3.37898170616451e-05,0.00092092672809086
"Prupe.4G185500.v2.1",-1.09723692797559,5.54523453185868,37.8743926773994,3.38731485021889e-05,0.000922262532623427
"Prupe.1G232100.v2.1",-0.836426040198283,4.84581190507552,37.8081445021057,3.41687924424473e-05,0.00092770554671017
"Prupe.7G079000.v2.1",1.57783073367211,4.36420425186191,37.8027522493201,3.41929870686001e-05,0.00092770554671017
"Prupe.1G251600.v2.1",-3.32451505196284,3.01495073382227,37.801774755756,3.41973751239479e-05,0.00092770554671017
"Prupe.4G259500.v2.1",-1.9596448049721,4.43226968812616,37.7987074798184,3.42111486171912e-05,0.00092770554671017
"Prupe.6G126800.v2.1",-2.0924080937102,0.491940833369477,37.763174186537,3.4371177141083e-05,0.000930049240669082
"Prupe.1G238400.v2.1",0.69003860380106,5.93764088907252,37.7613887493712,3.43792408400644e-05,0.000930049240669082
"Prupe.1G226100.v2.1",-1.47632529654411,2.58442546318893,37.7564838173816,3.44014045780176e-05,0.000930049240669082
"Prupe.3G272200.v2.1",1.33985531428096,4.69711878252775,37.7438549646625,3.44585460369172e-05,0.000930657796633243
"Prupe.4G026200.v2.1",-0.772818769613056,5.78474976054734,37.7031429519929,3.46435017383985e-05,0.000934713676923678
"Prupe.7G193000.v2.1",1.86469305556273,2.08814258089119,37.693041498277,3.46895701188123e-05,0.000935017871417094
"Prupe.7G115500.v2.1",-1.15223840096775,2.99562149425487,37.6672215196987,3.48076455630359e-05,0.000936526660293066
"Prupe.6G226100.v2.1",-1.41019591620052,3.2254489024349,37.6655627422241,3.48152470372781e-05,0.000936526660293066
"Prupe.1G324900.v2.1",2.40270642304151,6.16863827118825,37.6023507881281,3.51063531827277e-05,0.000943413029079442
"Prupe.1G053800.v2.1",-1.22647557411837,9.31307355383512,37.5719450754092,3.52473786409559e-05,0.00094625654966874
"Prupe.6G288600.v2.1",1.72850330030174,6.62614409435212,37.5492628396675,3.5353007473845e-05,0.000948145079685266
"Prupe.4G200400.v2.1",0.960359305375248,5.16131871589957,37.5026167641854,3.55713835997386e-05,0.000953050639557104
"Prupe.8G223700.v2.1",1.70480177761355,4.05649895979708,37.4888600174921,3.56360835036587e-05,0.000953833139436077
"Prupe.7G207400.v2.1",-0.939963163979345,4.43486723133002,37.470566406042,3.5722331396956e-05,0.000955190260328755
"Prupe.1G063600.v2.1",-0.938740003440078,5.06330799629309,37.4299746123475,3.59145689892642e-05,0.000958966599760616
"Prupe.1G341200.v2.1",-0.670723420644193,6.26853585494559,37.4256900491029,3.59349297048688e-05,0.000958966599760616
"Prupe.2G184700.v2.1",-2.28660480900338,0.988254144219036,37.404514832542,3.60357524631676e-05,0.000960703150736809
"Prupe.7G093500.v2.1",1.16549453413149,7.92665949044823,37.3820920759442,3.61428712358663e-05,0.000961907401734409
"Prupe.6G267600.v2.1",-0.703896580633708,4.52978970404127,37.3800776131989,3.61525127731088e-05,0.000961907401734409
"Prupe.3G210900.v2.1",1.16331242023611,6.10826515702933,37.3679096719614,3.62108136121306e-05,0.000962505632244101
"Prupe.2G188300.v2.1",3.68257094170413,2.49188895258256,37.3327613655963,3.63798316784685e-05,0.00096604270424455
"Prupe.1G334200.v2.1",0.81353581990138,6.86201085950831,37.3154570098626,3.64633776643552e-05,0.000967305378059444
"Prupe.1G098900.v2.1",4.78938114126068,2.6648414260161,37.3007232239046,3.65346874072611e-05,0.00096824127681985
"Prupe.1G509100.v2.1",4.38861368127999,-0.221288075439323,37.2745699160043,3.66616630033015e-05,0.000970649132894306
"Prupe.2G188000.v2.1",1.16451665456979,6.30349901661679,37.2596011632105,3.67345661553575e-05,0.000971622043595395
"Prupe.6G097500.v2.1",-0.775712711209065,4.17542428676659,37.2196665643067,3.69298818172445e-05,0.000974979372848167
"Prupe.3G087600.v2.1",-1.78240852157115,1.98915977442462,37.2188148954207,3.69340602671616e-05,0.000974979372848167
"Prupe.6G258500.v2.1",-0.991045245291118,6.8849343605773,37.1986645063128,3.70330812566419e-05,0.000976633947605239
"Prupe.6G041800.v2.1",-0.691433722548367,6.26514623469784,37.152654796476,3.72603280489003e-05,0.000981663525154997
"Prupe.8G112900.v2.1",1.1737464917704,4.74450579721598,37.1441516330399,3.73025020308892e-05,0.000981812083326233
"Prupe.7G162400.v2.1",1.34686535018428,4.30049309278758,37.1342451427665,3.73517057235538e-05,0.000982145193648788
"Prupe.8G067800.v2.1",1.8629347611497,6.54043310704068,37.0782876011801,3.76310468368196e-05,0.00098823096742004
"Prupe.6G272000.v2.1",-0.682079892253126,5.16176590179417,37.0731727256067,3.76567004293574e-05,0.00098823096742004
"Prupe.1G307000.v2.1",8.18122210253343,2.82444749280611,37.0262767721729,3.78928496398072e-05,0.000992794440326243
"Prupe.2G038100.v2.1",2.31325014795808,-0.525586822433375,37.0239758292476,3.79044801761889e-05,0.000992794440326243
"Prupe.1G488900.v2.1",1.75442728918194,2.86835575049324,36.9417265455653,3.8322942505464e-05,0.00100277744298864
"Prupe.1G529000.v2.1",1.3568329011434,3.48474116647071,36.9274532419922,3.83961028818466e-05,0.00100306675596568
"Prupe.4G169800.v2.1",-2.55856291324604,2.82954495525469,36.9250082080664,3.84086515048071e-05,0.00100306675596568
"Prupe.1G485000.v2.1",-0.67071981027215,6.55779955913572,36.8984710308002,3.85451528738794e-05,0.00100565426522307
"Prupe.8G161700.v2.1",1.56991924898105,4.93610225773758,36.882777275404,3.86261414909731e-05,0.00100678981599119
"Prupe.6G296700.v2.1",3.67310488078921,0.506376018619941,36.8653292151225,3.87164139371629e-05,0.00100790387219743
"Prupe.1G430600.v2.1",-0.695318984155923,5.01416130257978,36.8600268643813,3.87438953589083e-05,0.00100790387219743
"Prupe.1G257700.v2.1",0.792969591570182,4.2763047550616,36.8448414987924,3.88227238481365e-05,0.00100897781235104
"Prupe.4G140800.v2.1",-1.77978794851731,4.636176072364,36.8220371430845,3.89414510863382e-05,0.00101046250809455
"Prupe.8G168000.v2.1",0.661467207952463,7.79148449176643,36.8194295631558,3.89550537113814e-05,0.00101046250809455
"Prupe.8G139000.v2.1",3.3837571075062,2.8325863193962,36.7638421092414,3.9246338082274e-05,0.0010160577207888
"Prupe.8G204300.v2.1",-0.809510480827035,7.20679235172109,36.7638345370117,3.92463779324518e-05,0.0010160577207888
"Prupe.1G353100.v2.1",0.924417217398634,4.36120742636257,36.72667717891,3.94424885314386e-05,0.0010201520638165
"Prupe.4G194900.v2.1",2.84513702375832,1.42838831822782,36.7062230945459,3.95509244150503e-05,0.00102197306904389
"Prupe.1G517200.v2.1",-2.28837712598722,1.76015695637977,36.6661102502134,3.97645803032908e-05,0.00102650678817515
"Prupe.7G125100.v2.1",-0.890246997878188,5.73528251444557,36.6048901357307,4.00932343052602e-05,0.00103399758683806
"Prupe.5G071400.v2.1",-0.577420768104792,4.58484489293272,36.5888396705847,4.01799175451272e-05,0.00103466497562745
"Prupe.7G248600.v2.1",2.16619227246818,7.90742544355077,36.5858446955381,4.01961163455906e-05,0.00103466497562745
"Prupe.3G229300.v2.1",-3.4094397647209,2.04117544739442,36.5736230491773,4.02622972446374e-05,0.00103537675966999
"Prupe.7G070600.v2.1",-0.810191351284935,4.61863807368631,36.5545337680022,4.03659185250361e-05,0.00103704907124598
"Prupe.1G243100.v2.1",1.75948207564663,5.02220462727228,36.4670214844954,4.08449135107858e-05,0.00104835278011017
"Prupe.6G313800.v2.1",1.31866628697619,9.02557726431606,36.4458414595252,4.09618253482754e-05,0.00105035031735134
"Prupe.5G013700.v2.1",1.35621019383679,3.50263281512207,36.4212547105433,4.1098026663215e-05,0.00105283819878034
"Prupe.8G229700.v2.1",-0.863226800913294,3.85633516217858,36.354897629349,4.14682363704206e-05,0.00106131039617363
"Prupe.7G189100.v2.1",-0.568871653962127,6.22335831893869,36.3312021818056,4.16013659844337e-05,0.00106370457478562
"Prupe.1G460700.v2.1",1.6578418331775,7.75645122930209,36.2883821867016,4.18431972876872e-05,0.00106823687436836
"Prupe.8G016900.v2.1",1.83384476876928,3.69044028381148,36.2857481333735,4.18581263241873e-05,0.00106823687436836
"Prupe.4G019400.v2.1",-0.872398291842783,8.63633148176581,36.2778222882601,4.19030847629556e-05,0.00106836963646576
"Prupe.3G274000.v2.1",-2.36526560599773,1.686642966206,36.1930644854303,4.23873644189379e-05,0.00107969255358305
"Prupe.1G425300.v2.1",3.02357794991634,2.98290211789216,36.1725960938973,4.25052807045019e-05,0.00108167084126144
"Prupe.8G166000.v2.1",0.98028171750258,5.00217182466452,36.1500434170309,4.26356429283914e-05,0.00108396180928539
"Prupe.1G175500.v2.1",-1.26088339593237,3.82362937268403,36.123680488563,4.27886150470753e-05,0.00108641644627597
"Prupe.7G072400.v2.1",3.644250124934,0.966382585135224,36.114142815116,4.2844113799119e-05,0.00108641644627597
"Prupe.3G204900.v2.1",1.19704579856212,8.74584046369114,36.1058406555517,4.28924908583601e-05,0.00108641644627597
"Prupe.3G014300.v2.1",2.07354876637007,2.90496054973663,36.1055985123784,4.28939027834183e-05,0.00108641644627597
"Prupe.3G307800.v2.1",-1.65136428626633,8.46642779290494,36.085520039463,4.30111662225385e-05,0.0010883607061189
"Prupe.4G069500.v2.1",3.46803751674388,4.56548361384671,36.0092419752879,4.34600348507422e-05,0.00109818052832821
"Prupe.1G001800.v2.1",-1.0062417401859,4.37583334740993,36.0018529283009,4.35038031936384e-05,0.00109818052832821
"Prupe.7G233100.v2.1",1.04880882045766,4.55373421190763,35.9961072586237,4.35378723004814e-05,0.00109818052832821
"Prupe.3G038900.v2.1",2.83577133232967,4.75819085900366,35.9919233583899,4.35627002269143e-05,0.00109818052832821
"Prupe.2G023700.v2.1",2.35791521725568,1.11633730017478,35.9750256935551,4.36631400414448e-05,0.00109968093939433
"Prupe.1G295800.v2.1",1.90758067912908,5.52943306721482,35.9569554417599,4.37708455603325e-05,0.00110136136024608
"Prupe.3G233100.v2.1",-2.2216137368363,3.27417094818188,35.9276060309212,4.39464332219444e-05,0.00110474508884314
"Prupe.4G030300.v2.1",2.56366259485487,6.11513533696105,35.9085753972765,4.40607215397611e-05,0.00110658296255888
"Prupe.5G224300.v2.1",2.00666621278195,3.03721287583446,35.8912151737816,4.4165277483229e-05,0.00110817320430141
"Prupe.6G258400.v2.1",0.870538328310118,8.25913035893392,35.798343419426,4.47295059916721e-05,0.00112128359562892
"Prupe.8G191900.v2.1",1.15454348923216,6.46998240176839,35.7717524520233,4.48925842831169e-05,0.00112432284943169
"Prupe.8G127500.v2.1",2.31852987388162,5.19522378939807,35.7644664802354,4.49373877133355e-05,0.0011243970391252
"Prupe.5G105100.v2.1",5.20571319874996,2.36628541689872,35.701988095323,4.53237102351225e-05,0.00113300843269623
"Prupe.1G214900.v2.1",1.66299355210431,5.58578304242492,35.677993730924,4.54730922040687e-05,0.0011351904716918
"Prupe.6G135100.v2.1",3.98710067041353,1.66497701937341,35.6744049274823,4.54954838690159e-05,0.0011351904716918
"Prupe.1G328500.v2.1",3.34704453981592,0.275593288872247,35.6560686874501,4.56100881814304e-05,0.00113610277904626
"Prupe.2G271000.v2.1",-2.49635616883749,4.06924432037799,35.6550283785303,4.56166002527038e-05,0.00113610277904626
"Prupe.6G032800.v2.1",4.79328565429919,1.27058394015522,35.6468222100856,4.56680064289178e-05,0.00113632994144843
"Prupe.8G066300.v2.1",4.37378625415228,2.75159553934341,35.6302653547108,4.57719277523456e-05,0.00113786217806548
"Prupe.1G034000.v2.1",4.30236078586099,0.562816432047904,35.6172050651915,4.58540949870314e-05,0.00113885128889694
"Prupe.4G096300.v2.1",-1.84018922729524,4.53371381159254,35.5929027846236,4.60074433668442e-05,0.00114160482511284
"Prupe.3G011200.v2.1",1.62062125034072,4.12053901435902,35.5798303267603,4.6090175877228e-05,0.00114260267190844
"Prupe.7G132500.v2.1",3.98348905995055,5.64979135128746,35.5459398098329,4.63054617607836e-05,0.00114640888796662
"Prupe.6G345700.v2.1",-0.567528412505595,6.45047315862809,35.5422405505419,4.63290310844249e-05,0.00114640888796662
"Prupe.1G350800.v2.1",1.28325928009424,2.38028804239841,35.5241133365682,4.64447264815823e-05,0.00114821447538138
"Prupe.7G114800.v2.1",-0.719375882319664,8.26543007342569,35.5046610784049,4.65692499204099e-05,0.00115023479146248
"Prupe.8G209200.v2.1",-0.82383791045159,7.27593122374915,35.4964678648395,4.66218139871803e-05,0.00115047567243112
"Prupe.5G043900.v2.1",-0.870580613102334,4.07805790228899,35.4887245330554,4.66715547547025e-05,0.00115064650543406
"Prupe.3G304200.v2.1",5.05998555072,0.263163769792492,35.4722149906132,4.67778115842361e-05,0.00115220910238605
"Prupe.4G227900.v2.1",-0.867019683110936,5.33977532144472,35.452928530575,4.69022946539176e-05,0.00115375791379918
"Prupe.5G108400.v2.1",1.72161932418767,1.62715028057655,35.4416573489522,4.69752206718343e-05,0.00115375791379918
"Prupe.3G018000.v2.1",5.12366811023312,0.490322791384879,35.4366237321415,4.70078310948226e-05,0.00115375791379918
"Prupe.5G074900.v2.1",-0.998255496441227,5.92171147048646,35.4359148521381,4.70124256915902e-05,0.00115375791379918
"Prupe.1G586200.v2.1",-1.87070112469301,4.80515731254973,35.3904900496266,4.73079295832801e-05,0.00115854018712328
"Prupe.8G000800.v2.1",1.86924997749581,3.57231427353617,35.3878709894429,4.7325032722187e-05,0.00115854018712328
"Prupe.6G346700.v2.1",-0.8213445126545,5.33283141319496,35.3860964362034,4.73366250683346e-05,0.00115854018712328
"Prupe.4G157500.v2.1",2.57559307736917,0.328559597021514,35.3777020103164,4.73915064566727e-05,0.00115882798272081
"Prupe.6G331700.v2.1",8.21902464470561,2.24951796513183,35.3509588758054,4.75668389650425e-05,0.00116148041572541
"Prupe.5G074200.v2.1",3.87207202282272,3.56237951134271,35.341786627392,4.76271461019067e-05,0.00116148041572541
"Prupe.1G012900.v2.1",-3.93623346771056,1.41866083978751,35.3414070343113,4.76296438108661e-05,0.00116148041572541
"Prupe.2G051800.v2.1",1.78048538646853,1.63721020278567,35.3311776762071,4.76970095848686e-05,0.0011620686659784
"Prupe.1G209200.v2.1",-0.648974404362044,4.93022495938226,35.297835619614,4.79173493478944e-05,0.00116637946469743
"Prupe.5G230400.v2.1",1.26099733428986,5.29830506516754,35.2668784529672,4.81229809371964e-05,0.00117032476626722
"Prupe.7G161000.v2.1",-2.18913549749091,8.4913528701326,35.2214306861409,4.84267135793716e-05,0.00117649149281348
"Prupe.5G144400.v2.1",1.49704017841539,3.60299713915886,35.2158574796535,4.84641120285984e-05,0.00117649149281348
"Prupe.1G480600.v2.1",1.81610673885825,6.15318374008818,35.1624435626228,4.8824236498893e-05,0.00118416399587974
"Prupe.7G079900.v2.1",1.48055223513582,3.13654467958465,35.1361343451551,4.90027517629823e-05,0.00118742195502852
"Prupe.8G204000.v2.1",-0.871894874202735,4.0309169537377,35.0613070190146,4.95146081302798e-05,0.00119874420205857
"Prupe.1G170300.v2.1",-0.6260356289356,4.86252642587186,35.052673033155,4.95740650281532e-05,0.00119910337488889
"Prupe.6G126900.v2.1",1.20936877285135,3.6625333381099,35.0251611660955,4.9764072494162e-05,0.00120122522994164
"Prupe.4G165600.v2.1",2.04392519406771,6.33810751584985,35.0204661486875,4.9796581966904e-05,0.00120122522994164
"Prupe.6G013400.v2.1",2.63564054810369,0.535432319282307,35.0157174963351,4.98294877559375e-05,0.00120122522994164
"Prupe.2G163600.v2.1",4.10401158598623,-0.895028113026472,35.0046612535779,4.99061992774612e-05,0.00120122522994164
"Prupe.4G172000.v2.1",2.05022824767643,1.58135692201768,35.0039971604511,4.99108112917881e-05,0.00120122522994164
"Prupe.4G239400.v2.1",1.87443882677625,7.50326128481813,34.9979271551786,4.99529892542091e-05,0.00120122522994164
"Prupe.8G270800.v2.1",3.70736845664894,0.872931112332892,34.9948066146193,4.99746886121664e-05,0.00120122522994164
"Prupe.1G147800.v2.1",-0.795840148773628,4.40010915315816,34.9243004062413,5.04678806688981e-05,0.00121199585095201
"Prupe.8G173800.v2.1",5.04066245390299,2.82826483522243,34.877556063776,5.07979549425855e-05,0.00121883343140366
"Prupe.1G557900.v2.1",-0.774974957712411,4.11222283027626,34.8629391774757,5.09016795400719e-05,0.00122023268000031
"Prupe.6G182400.v2.1",1.61223120967097,5.43606367705756,34.8541987824485,5.09638200581252e-05,0.00122063345492157
"Prupe.6G109000.v2.1",0.733588026791872,5.61650801987187,34.836603159916,5.10891832376439e-05,0.00122254641241781
"Prupe.7G119000.v2.1",-0.981343146080935,3.50217116592068,34.8137077882363,5.12528386452061e-05,0.00122537147056283
"Prupe.1G116900.v2.1",0.864729755787153,6.40321548367669,34.7998209474004,5.13523961166739e-05,0.00122666039186078
"Prupe.4G002200.v2.1",0.861986202476534,3.74142778649079,34.7930445818947,5.14010582207548e-05,0.00122673236018325
"Prupe.2G118400.v2.1",-1.95459057679915,6.34023801715017,34.7669567704072,5.158889622392e-05,0.00122946043224864
"Prupe.1G064600.v2.1",-0.660805753427577,6.11004884675501,34.7639965646618,5.16102603635735e-05,0.00122946043224864
"Prupe.6G090800.v2.1",3.59214248860552,-0.269567044822823,34.758131562506,5.16526189114992e-05,0.00122946043224864
"Prupe.8G144000.v2.1",2.13780227750668,6.69690902217088,34.7446047961087,5.17504657570441e-05,0.00123016973540364
"Prupe.1G438800.v2.1",-0.928720866394488,4.18238771856404,34.7413594808043,5.17739727883569e-05,0.00123016973540364
"Prupe.2G245700.v2.1",2.00635260870683,3.03218979606941,34.723782101227,5.19015066499913e-05,0.00123211059028729
"Prupe.2G165100.v2.1",-2.24036393658748,2.82320742630623,34.7079012513678,5.20170430788905e-05,0.00123376345865757
"Prupe.3G261300.v2.1",2.36626224439798,3.05378381448437,34.6820265727068,5.22059230638959e-05,0.00123645885043007
"Prupe.1G194700.v2.1",-0.680291648326149,5.42758294092878,34.6797326195283,5.2222706628889e-05,0.00123645885043007
"Prupe.7G076500.v2.1",-0.835013245029473,8.80586606834403,34.6345859718637,5.25542899401132e-05,0.00124234129101606
"Prupe.6G110300.v2.1",3.33330791244499,0.258093806436584,34.6333209658474,5.2563615818303e-05,0.00124234129101606
"Prupe.7G142500.v2.1",-1.34206334733097,4.28688949113482,34.6255580709281,5.26208872786592e-05,0.00124260202446345
"Prupe.7G197100.v2.1",1.75538856743873,6.83379780106517,34.6044251371748,5.27771626624992e-05,0.00124458073423837
"Prupe.4G092700.v2.1",2.88984651415689,1.3829240224239,34.6017062676649,5.27973072240443e-05,0.00124458073423837
"Prupe.1G333800.v2.1",-1.049197155842,3.40847871153093,34.5616132768011,5.30953956284315e-05,0.00125051057556778
"Prupe.3G216100.v2.1",1.25267870155139,3.81087322056839,34.5344242642836,5.32986492472167e-05,0.00125357668296817
"Prupe.3G164100.v2.1",1.28352306349813,2.5375296563118,34.5317251327856,5.33188757724341e-05,0.00125357668296817
"Prupe.1G457000.v2.1",3.39185156009791,4.23423466830813,34.5130863456478,5.34587916127776e-05,0.00125576757605784
"Prupe.2G290900.v2.1",8.52279746514063,4.32130383594808,34.4979564023055,5.35726792626734e-05,0.00125698283264462
"Prupe.4G216300.v2.1",-2.27391422550799,3.17590125622506,34.4921933344353,5.36161332403721e-05,0.00125698283264462
"Prupe.1G360700.v2.1",4.0268134881065,0.231081065732328,34.4875928256058,5.3650850632359e-05,0.00125698283264462
"Prupe.5G050400.v2.1",-1.94951562096833,8.27890527850401,34.4543707062139,5.39023304581602e-05,0.00126072513150491
"Prupe.8G269800.v2.1",-0.789190821617106,3.43955957152778,34.4540968972954,5.39044087410838e-05,0.00126072513150491
"Prupe.7G216700.v2.1",2.07831237607151,1.88597186257092,34.4453236038666,5.39710493666482e-05,0.00126118609533038
"Prupe.6G269200.v2.1",-1.04911843086728,4.9341704865715,34.3690750598247,5.45542435688774e-05,0.00127289391931407
"Prupe.2G222600.v2.1",3.1382456085637,3.40070743924324,34.364690230768,5.45880018940665e-05,0.00127289391931407
"Prupe.6G057900.v2.1",3.28848673494955,0.774533009581516,34.3612929630965,5.46141736675892e-05,0.00127289391931407
"Prupe.5G130900.v2.1",3.29728954752103,3.06001670485222,34.3485486127981,5.47124823765404e-05,0.00127388977023889
"Prupe.4G117500.v2.1",-0.80907601123261,3.72675457076757,34.3389032181404,5.47870218296326e-05,0.00127388977023889
"Prupe.2G257900.v2.1",0.858750836313563,5.52075198441338,34.3373399984264,5.47991133999239e-05,0.00127388977023889
"Prupe.2G186500.v2.1",-0.636277337661465,7.01484984339693,34.2630575359253,5.53772580048319e-05,0.00128523026288838
"Prupe.5G215800.v2.1",1.27545175127987,3.49384563336599,34.2623751885089,5.53826012884583e-05,0.00128523026288838
"Prupe.8G114200.v2.1",-2.7098271547602,2.23471312701035,34.2427642265979,5.55364241946843e-05,0.00128768794424827
"Prupe.7G175100.v2.1",0.865527995059018,4.78375398359758,34.2344068976068,5.56021265515962e-05,0.00128791751113728
"Prupe.3G153800.v2.1",2.07862413280651,3.02895831215703,34.2293180393045,5.56421772943243e-05,0.00128791751113728
"Prupe.1G554600.v2.1",-1.40695148211814,4.31155875369473,34.209218188092,5.58006945786603e-05,0.00129041294163922
"Prupe.3G082600.v2.1",-0.7153113052377,3.91171976438641,34.2034823456599,5.58460257926696e-05,0.00129041294163922
"Prupe.8G116600.v2.1",-1.09866577945829,3.64744888893817,34.1715229809093,5.6099384932796e-05,0.00129515358359023
"Prupe.4G009500.v2.1",2.41977026411399,6.6726659061881,34.1463574985794,5.62998191342057e-05,0.00129798119642575
"Prupe.8G240200.v2.1",1.84575013521212,5.97862677890215,34.1356387292783,5.63854412608216e-05,0.00129798119642575
"Prupe.1G389000.v2.1",-0.761739918032593,3.91003524373576,34.1345996736036,5.63937492830938e-05,0.00129798119642575
"Prupe.5G153500.v2.1",-0.874658841475497,7.55711957147829,34.1319346184788,5.64150648392541e-05,0.00129798119642575
"Prupe.8G136300.v2.1",11.605126666493,6.14961122878056,34.1224320354716,5.64911438113318e-05,0.00129855748587936
"Prupe.5G001000.v2.1",1.32837437126481,7.72266416639269,34.1160934667982,5.65419570912051e-05,0.00129855748587936
"Prupe.2G103800.v2.1",-1.57496659566823,1.66676387125592,34.1107195484987,5.65850785533707e-05,0.00129855748587936
"Prupe.3G233500.v2.1",0.757656431106699,6.77471250428364,34.0982632326208,5.66851767137273e-05,0.0012997446705017
"Prupe.1G357800.v2.1",-0.836480624704483,5.25061280087863,34.0872043404361,5.67742165628108e-05,0.00130067648908134
"Prupe.8G094500.v2.1",-1.39231560798811,7.93570142572186,34.0642483591965,5.69595607658734e-05,0.00130381113838272
"Prupe.1G152000.v2.1",3.88392717424388,5.25005752203491,34.045756953106,5.7109366399676e-05,0.00130612766234765
"Prupe.8G180000.v2.1",-0.846703101579852,4.90553034877902,33.9986096568199,5.74933861677055e-05,0.00131379231843941
"Prupe.5G018900.v2.1",0.735139726438344,6.79965421624383,33.9201252106145,5.81392802375487e-05,0.00132511614110503
"Prupe.8G005900.v2.1",3.87025314902116,-0.523955402921155,33.9084508821187,5.8236068839568e-05,0.00132511614110503
"Prupe.1G165300.v2.1",-1.41591063451685,4.62845271173754,33.9075560323813,5.82434954598597e-05,0.00132511614110503
"Prupe.4G074100.v2.1",-0.63056151623551,5.14561596181622,33.9062527329867,5.82543138790637e-05,0.00132511614110503
"Prupe.5G187700.v2.1",0.837785708237521,6.92467280365751,33.9032560294073,5.82791976951814e-05,0.00132511614110503
"Prupe.1G359000.v2.1",-0.960853361954437,3.4889171981899,33.8988047277363,5.83161827497242e-05,0.00132511614110503
"Prupe.8G074200.v2.1",1.99023375508331,4.32009878456735,33.8966489230266,5.833410467485e-05,0.00132511614110503
"Prupe.4G067000.v2.1",2.37610294832092,3.71563672856151,33.8775801546648,5.84929068229346e-05,0.0013276012542675
"Prupe.4G007000.v2.1",-1.04521424407423,5.37059575353171,33.8454345703792,5.87617418703184e-05,0.00133257745930892
"Prupe.2G021500.v2.1",1.65880193714841,1.0957567142641,33.8242556269824,5.89396416887987e-05,0.00133548481543262
"Prupe.1G413700.v2.1",-1.29208355753045,3.41400579433933,33.8112116163035,5.9049518657526e-05,0.00133684727454397
"Prupe.8G119300.v2.1",1.40902999229393,5.82577581387039,33.7811784276413,5.93034049735059e-05,0.00134146498472477
"Prupe.5G119400.v2.1",10.56219272865,5.55552951894413,33.7461336330822,5.96012513778141e-05,0.00134678480385332
"Prupe.5G033000.v2.1",-0.664054594226997,6.0228861375197,33.7378363020915,5.96720231167979e-05,0.00134678480385332
"Prupe.6G084100.v2.1",1.91987225354199,6.52821308335603,33.7358554346849,5.96889331816062e-05,0.00134678480385332
"Prupe.5G095400.v2.1",-1.05327504519895,5.0412624395762,33.7148993529737,5.9868168082955e-05,0.00134969570544736
"Prupe.6G287600.v2.1",1.40376507701869,6.62871105100048,33.6879355346483,6.00997010622427e-05,0.00135294626768194
"Prupe.3G227200.v2.1",-1.47259455789964,3.69449147061997,33.6829920317655,6.01422619653579e-05,0.00135294626768194
"Prupe.6G218200.v2.1",3.33096277528805,6.27976466382942,33.6776387263011,6.01883902866316e-05,0.00135294626768194
"Prupe.7G154800.v2.1",-0.760320652894098,4.38592732948346,33.6746992719324,6.0213736320753e-05,0.00135294626768194
"Prupe.5G217200.v2.1",2.26082618192587,2.99879390924744,33.6664188945139,6.02852017904007e-05,0.00135342040744648
"Prupe.1G007100.v2.1",-0.777085895355602,3.79396528639948,33.6574870304427,6.03623998262357e-05,0.00135402234601872
"Prupe.1G271600.v2.1",-0.797089349584163,5.52663597222493,33.6381544728282,6.05298820567041e-05,0.00135448100429654
"Prupe.1G512500.v2.1",1.13890994882896,3.66206182831299,33.6340768478571,6.05652758830965e-05,0.00135448100429654
"Prupe.3G191800.v2.1",-0.839334179518789,7.33035183372446,33.6330186193397,6.0574465221048e-05,0.00135448100429654
"Prupe.3G251300.v2.1",2.17197135876535,2.33455435478128,33.6296581552078,6.06036571510126e-05,0.00135448100429654
"Prupe.2G298000.v2.1",1.33765752512141,2.84548618840757,33.6260680297803,6.06348620611295e-05,0.00135448100429654
"Prupe.5G062000.v2.1",1.26139608873881,6.74401583468021,33.5992528462339,6.08685236500123e-05,0.00135782371289487
"Prupe.8G235600.v2.1",2.23494427760315,5.27780515162935,33.5973027303269,6.08855570289258e-05,0.00135782371289487
