gene	Badami_LB_400CH_Clone14	Badami_LB_400CH_Clone15	Badami_LB_400CH_Clone16	Badami_LB_800CH_Clone14	Badami_LB_800CH_Clone15	Badami_LB_800CH_Clone16	Bergeron_LB_400CH_Clone10	Bergeron_LB_400CH_Clone8	Bergeron_LB_400CH_Clone9	Bergeron_LB_800CH_Clone10	Bergeron_LB_800CH_Clone8	Bergeron_LB_800CH_Clone9
Prupe.7G214900.v2.1	267	417	404	302	386	474	279	378	310	163	305	287
Prupe.7G215000.v2.1	3394	6148	6269	4345	5498	6999	3699	5040	4876	1583	3754	4792
Prupe.7G215100.v2.1	99	219	183	111	137	221	102	170	137	58	161	148
Prupe.7G215200.v2.1	0	0	0	0	0	1	0	0	0	0	0	0
Prupe.7G215300.v2.1	647	1255	1160	745	970	1188	664	1088	817	710	1008	1322
Prupe.7G215400.v2.1	0	0	5	0	3	2	1	3	2	2	22	19
Prupe.7G215500.v2.1	0	2	3	2	4	2	0	0	0	1	16	16
Prupe.7G215600.v2.1	1975	2430	3468	5193	4522	4208	2108	2833	4040	3204	6656	6255
Prupe.7G215700.v2.1	18	36	68	90	128	176	26	38	26	26	81	107
Prupe.7G215800.v2.1	69	147	277	76	132	111	87	114	133	23	39	49
Prupe.7G215900.v2.1	10	21	29	25	28	24	65	25	38	71	49	61
Prupe.7G216000.v2.1	20	69	68	119	229	292	54	34	75	19	73	37
Prupe.7G216100.v2.1	0	1	0	2	0	0	0	0	0	2	1	0
Prupe.7G216200.v2.1	3681	7850	3835	1808	2450	4098	2785	6029	2636	442	2156	1601
Prupe.7G216300.v2.1	178	239	410	70	123	97	289	148	276	64	1007	807
Prupe.7G216400.v2.1	362	870	971	632	993	1031	444	711	776	286	869	795
Prupe.7G216500.v2.1	48	72	62	57	62	61	31	72	84	49	45	75
Prupe.7G216600.v2.1	85	142	137	118	126	169	78	167	140	47	173	219
Prupe.7G216700.v2.1	7	17	15	48	35	41	21	14	12	99	71	80
Prupe.7G216800.v2.1	0	0	0	0	0	0	2	0	0	0	0	1
Prupe.7G216900.v2.1	495	1024	1236	635	786	873	731	1067	1195	285	692	593
Prupe.7G217000.v2.1	90	44	60	71	60	89	51	59	41	45	78	102
Prupe.7G217100.v2.1	710	1262	885	966	1307	1643	698	1033	731	645	989	1053
Prupe.7G217200.v2.1	86	120	107	181	261	336	88	231	78	119	121	247
Prupe.7G217300.v2.1	208	272	185	564	480	638	194	285	191	353	495	536
Prupe.7G217400.v2.1	45	68	64	145	172	213	94	179	92	205	118	184
Prupe.7G217500.v2.1	434	983	1053	624	790	958	692	1017	931	389	860	906
Prupe.7G217600.v2.1	11	21	16	22	12	17	5	21	12	6	1	46
Prupe.7G217700.v2.1	603	1294	1280	1176	1687	1924	667	1273	1094	649	1345	1829
Prupe.7G217800.v2.1	347	579	559	376	451	602	221	378	239	107	165	286
Prupe.7G217900.v2.1	233	440	534	484	594	700	286	451	576	162	480	432
Prupe.7G218000.v2.1	97	110	62	125	147	251	133	195	43	143	198	198
Prupe.7G218100.v2.1	928	1583	1625	1062	1288	1534	883	1187	932	508	812	1004
Prupe.7G218200.v2.1	518	851	682	513	757	1229	333	619	382	572	1922	1955
Prupe.7G218300.v2.1	616	808	719	687	741	964	464	566	389	458	472	517
Prupe.7G218400.v2.1	34	58	36	59	74	88	23	36	25	11	66	136
Prupe.7G218500.v2.1	661	791	627	641	544	745	688	936	331	40	150	130
Prupe.7G218600.v2.1	25	20	20	31	31	31	10	8	10	52	48	55
Prupe.7G218700.v2.1	5	31	22	14	25	33	18	18	21	37	27	22
Prupe.7G218800.v2.1	1075	1635	1541	1309	1411	1474	1283	1578	1283	1681	1906	2253
Prupe.7G218900.v2.1	25	38	98	131	202	142	137	87	272	106	263	210
Prupe.7G219000.v2.1	33	118	140	71	120	151	26	51	50	4	63	51
Prupe.7G219100.v2.1	47	60	76	113	125	110	133	132	125	211	177	142
Prupe.7G219200.v2.1	9	4	14	19	17	26	16	12	11	28	29	26
Prupe.7G219300.v2.1	54	79	111	237	265	205	126	107	117	243	251	187
Prupe.7G219400.v2.1	16	26	48	82	92	71	44	27	39	69	66	47
Prupe.7G219500.v2.1	54	89	119	187	184	156	174	146	181	264	251	216
Prupe.7G219600.v2.1	449	571	542	573	635	765	473	715	518	518	847	859
Prupe.7G219700.v2.1	267	567	508	432	466	625	255	611	484	30	372	782
Prupe.7G219800.v2.1	717	1073	1135	792	838	871	659	681	745	210	322	383
Prupe.7G219900.v2.1	151	354	676	759	877	709	205	338	654	204	796	651
Prupe.7G220000.v2.1	55	106	105	88	109	109	59	78	63	30	89	129
Prupe.7G220100.v2.1	729	982	1175	306	407	438	633	938	735	97	118	206
Prupe.7G220200.v2.1	286	483	641	137	183	172	391	467	353	144	140	175
Prupe.7G220300.v2.1	3	3	7	4	1	2	1	2	2	23	6	4
Prupe.7G220400.v2.1	0	0	0	29	4	0	0	0	0	0	66	1
Prupe.7G220500.v2.1	266	404	332	324	370	496	269	320	269	449	1670	1674
Prupe.7G220600.v2.1	445	949	717	872	864	1189	414	666	472	592	3489	3340
Prupe.7G220700.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G220800.v2.1	0	0	1	3	4	3	7	9	1	2	3	1
Prupe.7G220900.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G221000.v2.1	627	834	646	313	388	437	509	579	480	322	559	458
Prupe.7G221100.v2.1	825	2079	1793	1672	2195	2568	685	1438	1209	971	3635	3563
Prupe.7G221200.v2.1	324	615	538	720	900	1029	192	383	291	188	669	640
Prupe.7G221300.v2.1	145	95	84	123	87	109	50	83	70	17	50	75
Prupe.7G221400.v2.1	935	1332	1392	1123	1235	1327	920	1183	881	494	871	897
Prupe.7G221500.v2.1	162	113	136	188	197	211	151	152	153	375	211	294
Prupe.7G221600.v2.1	135	165	163	158	137	145	177	120	108	442	229	217
Prupe.7G221700.v2.1	79	128	154	467	498	724	104	138	108	292	312	608
Prupe.7G221800.v2.1	13	16	18	9	4	20	2	16	10	5	11	9
Prupe.7G221900.v2.1	127	161	130	117	133	190	86	93	82	29	69	55
Prupe.7G222000.v2.1	233	473	535	307	413	521	196	369	381	109	325	294
Prupe.7G222100.v2.1	448	777	811	367	497	567	407	608	532	242	432	530
Prupe.7G222200.v2.1	6	12	13	8	8	11	5	3	4	1	5	5
Prupe.7G222300.v2.1	1465	2247	2316	1913	2224	2631	1576	2030	1537	953	1303	1761
Prupe.7G222400.v2.1	560	1004	1637	2864	2845	2427	682	1280	2370	944	3001	2461
Prupe.7G222500.v2.1	13	9	10	3	5	9	1	9	4	2	5	9
Prupe.7G222600.v2.1	22	31	49	25	35	37	21	46	42	13	20	21
Prupe.7G222700.v2.1	809	1649	1653	4050	2989	2583	1149	1966	2968	492	1482	1749
Prupe.7G222800.v2.1	68	215	179	97	136	151	154	277	287	227	625	624
Prupe.7G222900.v2.1	0	1	0	0	0	0	0	0	0	0	0	0
Prupe.7G223000.v2.1	0	3	0	0	1	1	0	0	1	0	0	0
Prupe.7G223100.v2.1	105	143	147	49	76	107	109	178	156	28	55	62
Prupe.7G223200.v2.1	0	0	0	0	0	0	0	0	0	0	1	0
Prupe.7G223300.v2.1	3	6	1	3	1	1	8	9	6	0	1	7
Prupe.7G223400.v2.1	39	107	103	76	112	114	49	103	66	32	85	111
Prupe.7G223500.v2.1	40	90	62	69	65	97	32	105	66	53	94	96
Prupe.7G223600.v2.1	629	741	666	535	529	672	465	617	504	287	381	477
Prupe.7G223700.v2.1	170	304	267	185	225	300	199	241	304	343	588	594
Prupe.7G223800.v2.1	0	0	0	0	0	0	0	0	0	1	15	15
Prupe.7G223900.v2.1	0	0	0	0	0	0	0	0	0	0	5	10
Prupe.7G224000.v2.1	0	0	0	0	0	0	0	0	0	8	9	2
Prupe.7G224100.v2.1	3	3	2	5	4	4	1	1	3	2	2	0
Prupe.7G224200.v2.1	1197	1776	1819	1348	1528	1837	1130	1726	1433	908	1568	1705
Prupe.7G224300.v2.1	0	0	0	0	0	0	0	0	0	5	0	1
Prupe.7G224400.v2.1	0	0	1	0	0	0	0	2	0	1	0	0
Prupe.7G224500.v2.1	606	1245	1108	691	885	1040	715	1319	988	479	1097	1228
Prupe.7G224600.v2.1	947	1793	1777	1502	1679	2163	1129	1734	1505	775	1631	2080
Prupe.7G224700.v2.1	196	324	245	171	199	250	200	212	147	80	91	127
Prupe.7G224800.v2.1	634	1194	1109	1107	1413	1753	648	1216	825	741	1617	1730
Prupe.7G224900.v2.1	48	93	58	71	58	83	68	89	70	35	54	49
Prupe.7G225000.v2.1	9	21	27	10	24	19	13	23	15	13	14	18
Prupe.7G225100.v2.1	9	5	4	29	11	6	5	9	3	6	3	3
Prupe.7G225200.v2.1	0	0	0	1	1	0	0	0	0	0	1	0
Prupe.7G225300.v2.1	589	936	836	1049	1105	1263	529	869	646	519	737	883
Prupe.7G225400.v2.1	448	512	419	633	552	625	467	427	359	405	338	481
Prupe.7G225500.v2.1	76	166	134	98	131	175	102	143	96	47	84	128
Prupe.7G225600.v2.1	1770	3911	3860	2683	3500	4807	2247	4145	3320	631	2105	2743
Prupe.7G225700.v2.1	129	227	201	115	146	159	125	134	105	58	95	111
Prupe.7G225800.v2.1	550	623	601	278	283	427	223	366	264	95	116	196
Prupe.7G225900.v2.1	0	0	0	0	1	0	0	0	1	8	0	0
Prupe.7G226000.v2.1	44	45	107	279	271	168	95	34	67	62	138	129
Prupe.7G226100.v2.1	0	0	0	0	0	1	0	0	0	0	3	0
Prupe.7G226200.v2.1	1	0	0	1	0	0	1	0	0	0	1	0
Prupe.7G226300.v2.1	0	0	1	0	0	0	0	0	0	0	0	0
Prupe.7G226400.v2.1	1435	3267	3086	1767	2612	3423	1109	1755	1588	916	2684	3581
Prupe.7G226500.v2.1	78	164	151	127	201	256	92	106	67	32	175	300
Prupe.7G226600.v2.1	306	557	594	435	652	709	325	505	521	269	480	627
Prupe.7G226700.v2.1	1579	1752	1436	1284	1172	1441	1180	987	956	683	904	1096
Prupe.7G226800.v2.1	116	141	156	128	199	258	105	110	84	55	190	317
Prupe.7G226900.v2.1	85	89	74	79	85	118	82	110	63	45	75	70
Prupe.7G227000.v2.1	382	539	527	360	427	510	276	275	235	119	124	160
Prupe.7G227100.v2.1	259	467	991	1070	1036	783	531	392	689	239	1288	1241
Prupe.7G227200.v2.1	248	360	382	233	271	264	272	279	276	270	464	470
Prupe.7G227300.v2.1	283	748	718	371	624	759	356	708	586	304	989	1113
Prupe.7G227400.v2.1	23	45	61	31	42	59	46	68	45	8	60	61
Prupe.7G227500.v2.1	1188	2036	1919	64	94	137	596	935	681	19	99	215
Prupe.7G227600.v2.1	263	587	502	510	662	819	289	416	322	125	836	813
Prupe.7G227700.v2.1	872	853	713	900	718	787	910	734	710	1273	1223	1389
Prupe.7G227800.v2.1	6	19	15	71	103	136	16	17	8	19	209	162
Prupe.7G227900.v2.1	1364	1702	1705	1685	1678	1892	1174	1548	1436	936	1547	1299
Prupe.7G228000.v2.1	119	181	119	178	259	209	110	82	63	693	255	269
Prupe.7G228100.v2.1	4696	3891	7396	13724	9318	8271	4214	5827	8878	2531	3956	4522
Prupe.7G228200.v2.1	961	1855	1865	1383	1735	1994	1062	1783	1463	583	1172	1282
Prupe.7G228300.v2.1	1020	488	279	920	431	303	935	253	213	1917	723	556
Prupe.7G228400.v2.1	3	1	4	1	1	3	1	0	1	1	1	5
Prupe.7G228500.v2.1	2	1	6	15	17	18	3	12	7	5	48	99
Prupe.7G228600.v2.1	778	1019	979	952	892	971	739	607	564	517	543	629
Prupe.7G228700.v2.1	1	1	0	0	0	0	0	0	1	3	0	0
Prupe.7G228800.v2.1	15	11	13	12	11	17	8	9	10	4	6	8
Prupe.7G228900.v2.1	102	251	233	150	234	311	86	150	129	18	94	93
Prupe.7G229000.v2.1	832	1145	831	734	730	968	1572	1176	692	413	348	211
Prupe.7G229100.v2.1	334	370	332	1512	1783	1229	425	209	186	5969	1786	1918
Prupe.7G229200.v2.1	577	753	717	642	645	844	499	490	451	335	484	465
Prupe.7G229300.v2.1	0	10	14	21	36	22	5	14	12	29	64	42
Prupe.7G229400.v2.1	759	1493	1452	715	963	1214	961	1260	1131	489	1006	963
Prupe.7G229500.v2.1	500	2225	3263	3463	5063	6204	1370	3472	4787	1427	6498	7080
Prupe.7G229600.v2.1	0	0	0	2	2	0	0	3	0	0	1	2
Prupe.7G229700.v2.1	8	7	23	20	46	36	20	15	11	48	57	47
Prupe.7G229800.v2.1	100	156	114	144	143	154	83	124	110	130	207	201
Prupe.7G229900.v2.1	70	135	110	82	93	132	103	95	83	62	115	110
Prupe.7G230000.v2.1	700	515	142	198	146	195	303	192	127	960	615	678
Prupe.7G230100.v2.1	1	0	2	1	0	0	1	0	0	1	2	0
Prupe.7G230200.v2.1	221	421	338	282	330	364	415	554	482	249	666	695
Prupe.7G230300.v2.1	8085	953	724	3946	1024	808	4180	743	865	2537	819	1078
Prupe.7G230400.v2.1	402	479	591	736	788	769	371	592	605	307	645	833
Prupe.7G230500.v2.1	24	59	33	44	60	75	31	64	36	13	46	46
Prupe.7G230600.v2.1	2	2	1	0	0	2	0	0	0	3	1	0
Prupe.7G230700.v2.1	196	315	538	432	516	439	292	300	373	207	752	534
Prupe.7G230800.v2.1	277	625	528	269	310	437	279	335	342	131	269	284
Prupe.7G230900.v2.1	354	451	422	249	268	338	274	292	220	83	127	97
Prupe.7G231000.v2.1	135	181	201	202	250	330	102	180	135	29	247	334
Prupe.7G231100.v2.1	167	226	129	96	127	157	132	176	111	93	178	266
Prupe.7G231200.v2.1	53	83	48	54	71	83	69	75	36	8	22	53
Prupe.7G231300.v2.1	6	6	3	3	2	6	2	3	2	0	24	39
Prupe.7G231400.v2.1	24	22	12	6	11	15	19	11	5	10	0	10
Prupe.7G231500.v2.1	23	51	33	21	43	33	25	31	27	15	38	47
Prupe.7G231600.v2.1	22	75	60	32	31	38	26	13	18	9	29	31
Prupe.7G231700.v2.1	1	1	1	0	0	2	0	0	0	0	0	1
Prupe.7G231800.v2.1	117	253	204	122	198	248	118	232	151	131	318	384
Prupe.7G231900.v2.1	654	504	452	431	372	453	345	342	225	390	174	206
Prupe.7G232000.v2.1	200	555	765	1006	1182	1112	389	730	910	194	599	671
Prupe.7G232100.v2.1	425	789	643	693	805	751	505	601	477	4107	2682	2834
Prupe.7G232200.v2.1	992	1255	1425	2688	2267	2284	906	1325	1645	1188	1928	2144
Prupe.7G232300.v2.1	507	853	793	537	592	692	612	661	505	310	485	402
Prupe.7G232400.v2.1	304	482	372	249	248	310	315	431	285	125	146	136
Prupe.7G232500.v2.1	96	206	182	100	177	200	82	173	115	37	86	167
Prupe.7G232600.v2.1	580	944	914	667	610	1213	495	588	368	70	200	141
Prupe.7G232700.v2.1	156	224	193	208	206	295	122	177	148	122	142	211
Prupe.7G232800.v2.1	900	858	886	670	559	485	519	1061	785	191	174	218
Prupe.7G232900.v2.1	535	1207	1466	968	1280	1337	521	838	1092	449	1186	1168
Prupe.7G233000.v2.1	162	424	310	159	240	313	429	735	728	656	1020	870
Prupe.7G233100.v2.1	167	209	142	372	369	473	158	210	144	292	310	422
Prupe.7G233200.v2.1	7	1	7	17	13	9	3	5	10	8	7	14
Prupe.7G233300.v2.1	4	0	1	3	3	0	1	2	3	0	0	1
Prupe.7G233400.v2.1	132	226	171	240	244	321	68	86	36	22	88	152
Prupe.7G233500.v2.1	127	174	156	203	177	245	95	170	111	64	138	238
Prupe.7G233600.v2.1	75	211	154	73	92	138	51	137	102	16	59	101
Prupe.7G233700.v2.1	1526	3060	3590	2793	3639	4012	1426	2315	2524	1554	4101	4046
Prupe.7G233800.v2.1	329	323	250	242	251	280	213	252	184	98	201	159
Prupe.7G233900.v2.1	48	63	67	258	495	476	197	72	185	73	1793	621
Prupe.7G234000.v2.1	512	1179	1002	786	1032	1218	732	1048	728	428	1059	873
Prupe.7G234100.v2.1	634	1720	1850	858	1322	1514	926	1715	1431	421	2219	1927
Prupe.7G234200.v2.1	17	45	52	46	39	30	45	62	36	27	546	1012
Prupe.7G234300.v2.1	5	12	14	9	8	14	5	10	3	2	88	182
Prupe.7G234400.v2.1	992	2217	2491	1441	2301	2554	1080	2321	1929	877	2123	1972
Prupe.7G234500.v2.1	4	1	1	3	4	3	5	1	1	2	7	14
Prupe.7G234600.v2.1	738	1469	1358	1027	1236	1231	1199	1444	1329	382	1019	1135
Prupe.7G234700.v2.1	12	23	25	20	16	27	28	24	21	8	15	18
Prupe.7G234800.v2.1	64	86	49	52	29	57	91	137	150	0	36	47
Prupe.7G234900.v2.1	657	1147	944	713	1031	1186	716	1040	652	393	695	905
Prupe.7G235000.v2.1	4	29	34	63	92	110	14	26	18	17	319	480
Prupe.7G235100.v2.1	93	172	170	116	142	180	151	149	139	78	134	137
Prupe.7G235200.v2.1	407	570	420	381	359	472	432	392	294	201	217	241
Prupe.7G235300.v2.1	535	1073	985	1638	1662	1754	921	2116	1793	440	1393	1572
Prupe.7G235400.v2.1	380	219	171	215	148	161	320	166	139	182	103	147
Prupe.7G235500.v2.1	1752	3228	3092	1710	2334	3049	1635	2687	2083	959	2312	1840
Prupe.7G235600.v2.1	209	453	448	299	390	500	225	447	384	80	221	232
Prupe.7G235700.v2.1	528	834	565	742	799	961	464	833	435	160	280	506
Prupe.7G235800.v2.1	65	98	108	43	56	99	82	72	51	56	57	47
Prupe.7G235900.v2.1	211	168	150	297	273	346	111	109	73	94	131	120
Prupe.7G236000.v2.1	921	1028	844	840	762	931	1576	1574	1160	767	983	913
Prupe.7G236100.v2.1	230	256	187	406	380	455	170	349	147	154	346	790
Prupe.7G236200.v2.1	46	60	47	60	54	82	26	32	13	17	42	50
Prupe.7G236300.v2.1	234	518	627	334	485	652	271	593	463	118	375	420
Prupe.7G236400.v2.1	1	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G236500.v2.1	14	12	10	12	9	39	13	94	25	39	62	37
Prupe.7G236600.v2.1	112	91	69	103	88	125	91	123	51	56	46	47
Prupe.7G236700.v2.1	614	1247	2072	1531	2034	2008	713	1575	1852	750	1929	2046
Prupe.7G236800.v2.1	398	679	650	521	561	691	421	549	549	279	370	467
Prupe.7G236900.v2.1	1	10	12	3	9	6	9	2	6	3	3	3
Prupe.7G237000.v2.1	1250	1780	1807	1254	1483	1686	1210	1442	1283	794	1054	1237
Prupe.7G237100.v2.1	2992	3346	3606	3059	2903	3189	2909	2780	2681	2126	2627	2975
Prupe.7G237200.v2.1	43	113	154	204	272	225	105	155	239	224	530	449
Prupe.7G237300.v2.1	118	302	434	294	395	428	158	385	348	115	392	390
Prupe.7G237400.v2.1	472	907	1723	1667	1562	1471	1017	1462	3372	167	1422	1092
Prupe.7G237500.v2.1	93	197	198	263	219	297	253	364	296	142	901	986
Prupe.7G237600.v2.1	11	38	44	32	57	38	37	54	34	18	49	50
Prupe.7G237700.v2.1	52	136	138	119	171	190	93	140	130	50	141	184
Prupe.7G237800.v2.1	1233	2735	2995	2284	3014	3465	1559	3319	3105	1097	2565	3171
Prupe.7G237900.v2.1	13	19	11	23	28	38	15	12	6	114	20	20
Prupe.7G238000.v2.1	1	0	0	1	2	0	1	1	0	1	0	1
Prupe.7G238100.v2.1	42	134	91	69	115	117	58	123	79	109	174	169
Prupe.7G238200.v2.1	1	0	0	0	1	0	7	1	1	5	28	17
Prupe.7G238300.v2.1	743	1120	1006	618	744	950	553	634	589	165	264	327
Prupe.7G238400.v2.1	15	28	31	121	122	144	41	75	62	55	50	70
Prupe.7G238500.v2.1	195	573	636	346	581	808	221	584	519	135	588	671
Prupe.7G238600.v2.1	60	124	133	101	137	138	75	137	122	35	116	120
Prupe.7G238700.v2.1	2316	2930	2343	2731	2513	3423	1658	1796	1640	1798	2532	2367
Prupe.7G238800.v2.1	28	74	79	32	34	68	31	47	37	12	54	55
Prupe.7G238900.v2.1	19	60	49	25	38	51	19	16	13	5	20	22
Prupe.7G239000.v2.1	7	10	17	6	18	18	8	7	6	2	17	6
Prupe.7G239100.v2.1	59	100	97	24	45	68	41	61	23	12	53	76
Prupe.7G239200.v2.1	6853	17147	13783	2852	4039	4959	5746	9095	7384	175	478	650
Prupe.7G239300.v2.1	618	783	292	79	71	89	939	252	114	8	20	34
Prupe.7G239400.v2.1	0	1	0	0	1	0	1	1	0	0	0	4
Prupe.7G239500.v2.1	280	381	351	318	342	396	199	250	216	82	157	182
Prupe.7G239600.v2.1	565	669	591	587	575	604	591	625	512	416	590	547
Prupe.7G239700.v2.1	73	81	82	69	99	134	116	73	71	156	97	111
Prupe.7G239800.v2.1	660	893	894	678	641	800	696	753	683	299	528	730
Prupe.7G239900.v2.1	147	255	285	233	278	300	151	211	237	71	202	200
Prupe.7G240000.v2.1	540	1337	1698	2849	2534	2335	929	1711	2569	1005	3276	3219
Prupe.7G240100.v2.1	0	0	0	0	1	1	1	1	0	1	3	0
Prupe.7G240200.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G240300.v2.1	1	0	0	1	1	0	3	10	4	0	0	0
Prupe.7G240400.v2.1	0	1	1	0	0	0	0	4	1	0	0	0
Prupe.7G240500.v2.1	264	506	492	293	461	520	286	423	322	135	370	417
Prupe.7G240600.v2.1	214	445	452	462	562	615	353	500	458	611	1224	1046
Prupe.7G240700.v2.1	168	409	367	218	280	342	225	322	256	92	203	310
Prupe.7G240800.v2.1	548	889	960	305	297	308	615	790	854	212	445	436
Prupe.7G240900.v2.1	539	1058	1000	508	813	843	425	547	408	154	288	357
Prupe.7G241000.v2.1	3	2	6	5	2	6	7	3	1	1	3	10
Prupe.7G241100.v2.1	1189	2119	1895	1611	1818	2363	1206	1652	1603	784	1447	1460
Prupe.7G241200.v2.1	505	1001	1167	904	1139	1186	533	990	1138	378	1328	1382
Prupe.7G241300.v2.1	121	154	200	212	189	188	106	131	131	95	128	127
Prupe.7G241400.v2.1	262	667	685	339	508	654	372	575	533	137	311	401
Prupe.7G241500.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G241600.v2.1	0	0	0	0	0	0	1	0	0	0	0	0
Prupe.7G241700.v2.1	21	34	35	26	17	31	20	22	22	10	18	20
Prupe.7G241800.v2.1	8	9	3	15	16	19	6	9	2	15	3	25
Prupe.7G241900.v2.1	1	0	1	1	1	1	1	1	0	0	1	0
Prupe.7G242000.v2.1	5	0	0	1	2	0	0	0	0	2	0	0
Prupe.7G242100.v2.1	1088	1763	2106	1746	1995	2223	1292	1892	1888	1463	1793	2048
Prupe.7G242200.v2.1	500	1015	1093	771	1111	1197	667	1201	1141	435	1117	1243
Prupe.7G242300.v2.1	26	33	45	35	45	44	19	27	24	23	19	19
Prupe.7G242400.v2.1	6	1	1	1	0	0	3	0	0	0	2	1
Prupe.7G242500.v2.1	1025	1881	2135	1096	1464	1817	898	1479	1148	235	817	679
Prupe.7G242600.v2.1	4	2	0	1	4	4	1	0	2	4	6	5
Prupe.7G242700.v2.1	213	294	261	217	219	302	212	306	180	155	193	291
Prupe.7G242800.v2.1	1	1	0	0	1	0	0	0	0	0	0	0
Prupe.7G242900.v2.1	14	7	5	9	10	8	10	10	4	10	12	15
Prupe.7G243000.v2.1	112	227	181	159	211	228	94	172	158	87	234	327
Prupe.7G243100.v2.1	211	507	453	278	444	605	258	451	421	114	498	838
Prupe.7G243200.v2.1	94	158	159	106	80	152	41	76	91	13	16	26
Prupe.7G243300.v2.1	440	568	507	390	481	517	264	402	327	562	515	664
Prupe.7G243400.v2.1	1	1	8	3	8	5	2	0	9	4	3	7
Prupe.7G243500.v2.1	365	614	401	412	446	568	324	547	450	186	346	340
Prupe.7G243600.v2.1	10	25	9	11	10	21	15	50	26	2	1	10
Prupe.7G243700.v2.1	185	256	173	182	172	230	213	259	161	95	169	208
Prupe.7G243800.v2.1	1	2	3	14	17	9	11	3	1	76	613	518
Prupe.7G243900.v2.1	110	114	143	339	305	347	139	95	68	674	273	317
Prupe.7G244000.v2.1	154	277	290	194	251	322	183	221	194	98	210	218
Prupe.7G244100.v2.1	222	348	385	763	659	641	240	322	462	380	626	565
Prupe.7G244200.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G244300.v2.1	1261	2737	1522	1339	1837	2632	1580	2334	1250	507	2646	1359
Prupe.7G244400.v2.1	14	6	3	15	25	25	1	4	0	2	7	6
Prupe.7G244500.v2.1	238	398	343	298	348	375	241	377	349	214	283	285
Prupe.7G244600.v2.1	1	0	0	0	0	0	1	0	0	2	0	0
Prupe.7G244700.v2.1	3234	4499	2445	3418	3527	4488	3681	6460	4626	1418	1834	1770
Prupe.7G244800.v2.1	0	1	0	0	0	0	0	4	0	1	0	0
Prupe.7G244900.v2.1	2	2	0	0	6	5	10	3	4	7	1	0
Prupe.7G245000.v2.1	27	45	38	28	44	44	20	19	7	29	11	18
Prupe.7G245100.v2.1	959	1376	1219	1370	1452	1862	759	1012	749	580	859	725
Prupe.7G245200.v2.1	178	348	254	233	244	336	133	206	156	37	208	273
Prupe.7G245300.v2.1	1311	1581	1336	1490	1453	1753	1037	1033	986	1077	1432	1730
Prupe.7G245400.v2.1	145	217	172	255	247	343	116	166	158	88	236	446
Prupe.7G245500.v2.1	34	87	111	163	158	177	46	107	196	48	168	129
Prupe.7G245600.v2.1	864	1592	3016	2127	1866	2026	1019	1350	1689	615	1936	1733
Prupe.7G245700.v2.1	0	0	0	2	1	1	0	0	0	0	0	2
Prupe.7G245800.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G245900.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G246000.v2.1	0	0	0	1	0	0	0	0	0	0	0	0
Prupe.7G246100.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G246200.v2.1	4	7	2	34	13	4	48	0	3	148	12	58
Prupe.7G246300.v2.1	1343	1715	3402	4806	3612	2970	1861	1601	3270	4469	7152	6043
Prupe.7G246400.v2.1	59	286	1232	704	837	511	484	560	1797	474	2500	1951
Prupe.7G246500.v2.1	1730	1908	2983	334	404	292	1725	1603	2330	633	2498	1429
Prupe.7G246600.v2.1	341	417	285	205	222	295	263	328	151	122	153	193
Prupe.7G246700.v2.1	572	942	837	748	966	1132	586	1059	666	193	553	623
Prupe.7G246800.v2.1	178	225	191	183	210	241	135	193	132	51	84	122
Prupe.7G246900.v2.1	852	1111	1332	1410	1494	1512	720	969	1077	691	1273	1016
Prupe.7G247000.v2.1	249	269	278	252	268	308	224	233	174	166	220	195
Prupe.7G247100.v2.1	10	11	20	11	13	6	5	5	5	11	33	20
Prupe.7G247200.v2.1	4	1	1	1	4	3	1	7	3	0	3	8
Prupe.7G247300.v2.1	721	1492	1555	1747	2056	2130	852	1343	1331	1037	2404	2042
Prupe.7G247400.v2.1	122	153	130	66	80	95	113	135	111	29	80	135
Prupe.7G247500.v2.1	94	135	129	35	38	62	58	68	89	3	10	12
Prupe.7G247600.v2.1	1	6	2	5	7	10	3	7	2	4	3	4
Prupe.7G247700.v2.1	1194	1970	2327	2213	2420	2483	1437	2064	2158	1039	2704	2590
Prupe.7G247800.v2.1	18	10	21	23	32	52	14	36	27	14	36	32
Prupe.7G247900.v2.1	9	6	14	19	19	31	7	14	8	1	9	13
Prupe.7G248000.v2.1	184	331	287	267	303	421	173	351	221	112	177	218
Prupe.7G248100.v2.1	641	1015	1150	744	926	1040	706	892	838	626	1294	1211
Prupe.7G248200.v2.1	137	200	334	538	461	515	217	285	403	219	485	650
Prupe.7G248300.v2.1	9	5	4	58	53	85	7	11	2	21	23	18
Prupe.7G248400.v2.1	17	23	15	47	69	84	17	42	13	28	26	37
Prupe.7G248500.v2.1	728	1051	910	1136	1341	1577	522	739	681	474	988	1133
