UniqueCount	AmbigCount
0	152
0	152
129	464
0	0
15	15
5	54
36	80
0	679
4	592
3	753
12	826
0	826
305	306
61	87
0	260
0	259
0	256
3	259
0	0
0	0
1	0
0	0
18	151
8	37
0	37
0	17
227	1441
32	159
317	345
257	1051
329	235
0	1378
0	1383
32	1357
0	1
1	98
0	3
0	4
10	100
24	0
0	0
3	2319
9	309
0	21
81	0
4	928
0	888
0	910
0	888
0	870
3	0
0	0
0	77
0	77
0	75
0	71
0	68
0	0
0	776
0	677
0	708
0	11
14	10
377	0
0	8
0	8
0	6
22	21
0	3
0	3
109	3
0	0
0	154
0	162
0	158
0	138
0	140
0	5
0	5
44	0
2	0
382	0
83	0
279	0
322	0
89	0
4	0
4	13
0	7
0	1
0	7
1	1007
0	1007
54	0
0	248
18	248
0	3
13	37
0	2382
0	2382
0	2397
0	2392
0	0
0	0
0	0
1	118
0	118
0	118
6	0
0	83
0	83
0	83
0	83
0	83
0	81
0	135
0	124
0	119
0	108
0	117
0	108
0	96
0	97
3	95
7	120
200	2
0	0
2	0
0	6
0	6
0	4
0	6
0	6
0	6
0	6
0	4
1	641
32	641
0	0
0	863
0	856
0	864
0	857
0	862
1	0
0	185
0	187
0	158
0	173
0	160
0	175
0	0
426	477
2	477
9	47
0	29
0	1
16	35
0	0
0	0
27	5
0	382
0	326
0	291
0	378
10	0
17	2
5	20
13	2
9	18
0	0
0	0
1	0
1	2
7	0
19	1
203	1
0	662
0	662
0	153
0	149
0	142
0	146
163	0
34	2023
0	1855
0	1674
17	0
973	0
51	3013
0	3013
1107	0
7	318
2	310
10	1
0	243
1	235
0	1
11	2
4	289
0	0
30	1961
383	17
0	0
0	207
0	224
0	190
0	177
0	143
0	160
9	1435
5	1435
0	1414
0	0
0	0
0	0
21	4
6	1070
12	1070
0	1060
0	90
9	90
472	0
0	60
0	62
0	62
405	16
63	1070
29	575
0	1070
0	5
3059	0
32	3695
1	3553
0	3027
913	0
133	0
0	0
0	0
4	0
0	143
0	110
0	136
0	115
0	108
0	117
0	0
452	3397
4	0
20	57
91	93
0	2
0	0
62	219
123	219
8	0
0	0
69	0
0	6
0	6
8	7621
0	7585
0	6999
0	384
0	370
0	374
0	367
0	375
0	328
0	321
0	337
0	329
1	61
0	61
37	0
0	173
0	171
2	92
0	163
1	155
0	1055
0	1105
0	1105
0	0
0	12
0	0
0	0
0	0
0	0
0	0
18	0
0	0
30	0
0	0
17	1023
0	1023
0	176
0	168
0	160
0	267
0	265
0	272
1	272
27	28
24	135
0	0
16	6105
15	6105
264	35
290	0
9	2
81	711
0	711
2	7
0	593
0	588
0	533
0	533
0	528
384	0
58	0
0	0
12	249
1	249
10	56
0	56
0	0
0	0
1	57
0	0
0	0
0	0
0	0
1	14
0	14
0	14
0	6
0	0
0	1
0	0
2	611
0	573
0	577
2	611
0	563
0	567
0	601
0	0
0	0
5	4
0	4
6	8
0	4
19	526
2	440
4	485
60	0
27	1894
0	1894
13	0
0	674
0	665
0	633
0	624
1	0
187	199
70	2556
3	2556
0	0
0	0
0	37
72	1
290	419
126	393
143	244
0	332
0	341
0	332
0	341
0	0
4	0
0	217
0	217
10	6
0	1590
0	1512
0	1456
0	1546
43	214
0	90
0	90
0	90
223	372
16	25
5	14
114	0
1	128
0	107
0	71
1	86
0	81
0	109
0	0
587	9
