N_unmapped	9584612	9584612	9584612
N_multimapping	3154271	3154271	3154271
N_noFeature	1652017	8705948	1780538
N_ambiguous	80435	353	8468
Prupe.1G000100.v2.1	78	0	78
Prupe.1G000200.v2.1	2	0	2
Prupe.1G000300.v2.1	167	2	165
Prupe.1G000400.v2.1	389	12	383
Prupe.1G000500.v2.1	80	7	79
Prupe.1G000600.v2.1	388	0	388
Prupe.1G000700.v2.1	536	4	532
Prupe.1G000800.v2.1	299	1	298
Prupe.1G000900.v2.1	1	0	1
Prupe.1G001000.v2.1	495	0	495
Prupe.1G001100.v2.1	194	1	193
Prupe.1G001200.v2.1	634	11	623
Prupe.1G001300.v2.1	1194	8	1186
Prupe.1G001400.v2.1	0	0	0
Prupe.1G001500.v2.1	1	0	1
Prupe.1G001600.v2.1	4	0	4
Prupe.1G001700.v2.1	0	0	0
Prupe.1G001800.v2.1	98	0	98
Prupe.1G001900.v2.1	0	0	0
Prupe.1G002000.v2.1	0	0	0
Prupe.1G002100.v2.1	110	3	127
Prupe.1G002200.v2.1	8	0	8
Prupe.1G002300.v2.1	167	19	168
Prupe.1G002400.v2.1	136	0	136
Prupe.1G002500.v2.1	1307	2	1305
Prupe.1G002600.v2.1	15	8	7
Prupe.1G002700.v2.1	160	0	160
Prupe.1G002800.v2.1	952	7	945
Prupe.1G002900.v2.1	413	0	413
Prupe.1G003000.v2.1	546	2	544
Prupe.1G003100.v2.1	414	1	413
Prupe.1G003200.v2.1	438	2	436
Prupe.1G003300.v2.1	2206	3	2203
Prupe.1G003400.v2.1	1	0	1
Prupe.1G003500.v2.1	3	0	3
Prupe.1G003600.v2.1	73	0	73
Prupe.1G003700.v2.1	0	0	0
Prupe.1G003800.v2.1	1	0	1
Prupe.1G003900.v2.1	134	0	134
Prupe.1G004000.v2.1	63	0	63
Prupe.1G004100.v2.1	2	0	2
Prupe.1G004200.v2.1	2	0	2
Prupe.1G004300.v2.1	0	0	0
Prupe.1G004400.v2.1	630	11	619
Prupe.1G004500.v2.1	654	1	653
Prupe.1G004600.v2.1	13	13	0
Prupe.1G004700.v2.1	572	2	570
Prupe.1G004800.v2.1	941	2	939
Prupe.1G004900.v2.1	202	1	201
Prupe.1G005000.v2.1	778	0	778
Prupe.1G005100.v2.1	26	0	26
Prupe.1G005200.v2.1	1	1	0
Prupe.1G005300.v2.1	19	0	19
Prupe.1G005400.v2.1	212	1	211
Prupe.1G005500.v2.1	1	0	1
Prupe.1G005600.v2.1	28	0	28
Prupe.1G005700.v2.1	420	0	420
Prupe.1G005800.v2.1	45	0	45
Prupe.1G005900.v2.1	6	0	6
Prupe.1G006000.v2.1	23	0	23
Prupe.1G006100.v2.1	132	0	132
Prupe.1G006200.v2.1	0	0	0
Prupe.1G006300.v2.1	233	2	231
Prupe.1G006400.v2.1	194	3	191
Prupe.1G006500.v2.1	1378	2	1376
Prupe.1G006600.v2.1	18	0	18
Prupe.1G006700.v2.1	1509	4	1505
Prupe.1G006800.v2.1	1	0	1
Prupe.1G006900.v2.1	36	0	36
Prupe.1G007000.v2.1	75	3	72
Prupe.1G007100.v2.1	49	0	49
Prupe.1G007200.v2.1	48	35	13
Prupe.1G007300.v2.1	0	0	0
Prupe.1G007400.v2.1	1	0	1
Prupe.1G007500.v2.1	3	0	3
Prupe.1G007600.v2.1	0	0	0
Prupe.1G007700.v2.1	4	0	4
Prupe.1G007800.v2.1	1	0	1
Prupe.1G007900.v2.1	0	0	0
Prupe.1G008000.v2.1	301	0	301
Prupe.1G008100.v2.1	4	0	4
