N_unmapped	5453773	5453773	5453773
N_multimapping	2389373	2389373	2389373
N_noFeature	1707656	13658351	1843460
N_ambiguous	125170	266	13549
Prupe.1G000100.v2.1	261	0	261
Prupe.1G000200.v2.1	1	0	1
Prupe.1G000300.v2.1	436	2	434
Prupe.1G000400.v2.1	1749	193	1563
Prupe.1G000500.v2.1	1040	24	1023
Prupe.1G000600.v2.1	625	0	625
Prupe.1G000700.v2.1	1039	6	1033
Prupe.1G000800.v2.1	601	1	600
Prupe.1G000900.v2.1	2	0	2
Prupe.1G001000.v2.1	1365	4	1361
Prupe.1G001100.v2.1	495	0	495
Prupe.1G001200.v2.1	910	4	906
Prupe.1G001300.v2.1	1395	6	1389
Prupe.1G001400.v2.1	0	0	0
Prupe.1G001500.v2.1	0	0	0
Prupe.1G001600.v2.1	16	0	16
Prupe.1G001700.v2.1	4	0	4
Prupe.1G001800.v2.1	144	1	143
Prupe.1G001900.v2.1	0	0	0
Prupe.1G002000.v2.1	0	0	0
Prupe.1G002100.v2.1	364	0	416
Prupe.1G002200.v2.1	9	0	9
Prupe.1G002300.v2.1	338	52	338
Prupe.1G002400.v2.1	314	1	313
Prupe.1G002500.v2.1	901	2	899
Prupe.1G002600.v2.1	17	17	0
Prupe.1G002700.v2.1	424	0	424
Prupe.1G002800.v2.1	1377	6	1371
Prupe.1G002900.v2.1	919	3	916
Prupe.1G003000.v2.1	1020	5	1015
Prupe.1G003100.v2.1	1849	8	1841
Prupe.1G003200.v2.1	604	1	603
Prupe.1G003300.v2.1	1842	1	1841
Prupe.1G003400.v2.1	9	0	9
Prupe.1G003500.v2.1	44	1	43
Prupe.1G003600.v2.1	280	0	280
Prupe.1G003700.v2.1	0	0	0
Prupe.1G003800.v2.1	1	0	1
Prupe.1G003900.v2.1	289	0	289
Prupe.1G004000.v2.1	133	1	132
Prupe.1G004100.v2.1	33	1	32
Prupe.1G004200.v2.1	29	1	28
Prupe.1G004300.v2.1	1	1	0
Prupe.1G004400.v2.1	844	6	838
Prupe.1G004500.v2.1	797	1	796
Prupe.1G004600.v2.1	32	32	0
Prupe.1G004700.v2.1	675	3	672
Prupe.1G004800.v2.1	1109	2	1109
Prupe.1G004900.v2.1	130	0	130
Prupe.1G005000.v2.1	1220	4	1218
Prupe.1G005100.v2.1	44	0	44
Prupe.1G005200.v2.1	3	3	0
Prupe.1G005300.v2.1	39	0	39
Prupe.1G005400.v2.1	59	0	59
Prupe.1G005500.v2.1	0	0	0
Prupe.1G005600.v2.1	561	1	561
Prupe.1G005700.v2.1	741	0	741
Prupe.1G005800.v2.1	67	0	67
Prupe.1G005900.v2.1	9	0	9
Prupe.1G006000.v2.1	53	0	53
Prupe.1G006100.v2.1	224	0	224
