UniqueCount	AmbigCount
1	177
0	177
337	312
0	0
76	139
3	80
34	102
0	712
1	556
0	689
2	175
0	175
208	73
141	65
0	128
0	128
0	128
0	128
0	6
2	0
0	1
0	6
0	806
1	11
0	11
1	5
9	56
2	7
11	6
7	62
14	18
0	70
0	73
2	64
0	2
0	99
0	2
0	3
11	86
14	0
0	0
0	270
9	238
0	0
71	0
1	428
0	426
0	428
0	426
0	426
11	1
0	0
0	14
0	14
0	12
0	13
0	12
0	0
0	197
0	179
0	179
0	20
43	20
235	0
0	0
0	0
0	0
122	123
0	1
0	1
1	0
0	0
0	170
0	174
0	163
0	165
0	168
0	0
0	0
2	0
9	0
151	0
12	0
257	0
252	0
96	0
0	0
12	57
0	2
0	0
0	2
0	288
0	288
7	0
0	154
6	154
0	0
18	175
0	5952
0	5952
0	5987
0	5980
0	0
0	0
0	0
0	59
0	59
0	59
0	0
0	174
0	175
0	175
0	175
2	175
0	175
0	66
0	65
0	64
0	63
0	85
0	83
0	76
0	74
0	74
1	85
399	3
0	0
3	0
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	364
13	364
2	0
0	434
0	428
0	430
0	424
0	429
0	0
0	44
0	45
0	39
0	39
0	40
0	40
0	0
605	718
1	718
24	416
0	274
0	0
96	303
0	0
0	0
61	19
0	108
0	102
0	100
0	108
13	0
16	2
1	6
5	2
0	3
0	0
0	0
1	0
1	3
6	0
18	0
130	0
0	168
0	168
0	11
0	11
0	11
0	11
84	0
17	628
0	428
0	521
10	0
334	0
5	863
0	863
746	0
4	188
0	187
48	0
0	206
0	205
6	0
38	0
2	218
0	0
4	739
134	6
0	0
0	103
0	109
0	91
0	99
0	81
0	93
0	599
0	599
0	599
0	0
0	0
0	0
12	0
0	472
2	472
0	471
0	59
0	59
187	0
0	15
0	16
0	16
203	5
2	330
14	98
0	330
0	1
3758	0
0	2060
0	1937
0	1930
402	0
96	0
0	0
0	0
8	0
0	104
0	64
0	104
0	64
0	64
0	64
0	0
61	815
1	0
19	56
44	107
0	1
0	0
45	74
27	74
0	0
0	0
276	0
0	1
0	1
0	1960
0	1957
0	1759
0	20
0	18
0	19
0	18
0	21
0	21
0	18
0	20
0	19
0	79
0	79
26	0
0	20
0	20
0	7
0	19
0	19
0	927
0	943
0	943
1	0
1	5
0	0
0	0
0	0
0	0
0	0
13	0
0	0
17	0
0	0
2	124
0	124
0	95
0	95
0	86
0	133
0	133
0	133
0	133
74	38
9	41
0	0
0	1478
3	1478
134	56
102	0
20	2
61	360
0	360
8	20
0	185
0	171
0	144
0	144
0	130
220	0
5	0
0	0
15	87
2	87
5	49
0	49
0	0
0	0
0	186
0	0
0	0
0	0
0	0
0	5
0	3
0	3
0	40
0	0
0	3
0	0
0	235
0	229
0	230
0	235
0	225
0	226
0	231
0	0
0	0
2	3
0	3
0	0
0	0
14	255
0	225
1	240
39	0
69	1625
2	1625
2	0
0	97
0	95
0	93
0	91
1	5
78	169
2	465
4	465
1	0
0	0
0	16
4	0
444	450
42	100
40	40
0	149
0	158
2	149
0	158
0	0
0	0
1	193
0	193
7	37
0	377
0	349
0	321
0	374
12	30
0	597
0	597
0	597
622	2039
4	4
0	3
296	0
0	53
0	42
0	29
0	32
0	32
0	46
0	0
54	0
140	0
0	337
0	318
0	334
0	315
956	0
183	0
0	29
0	29
0	29
27	78
0	0
1	0
59	83
2	15
0	0
0	0
0	0
0	0
0	26
0	26
0	26
0	120
2	276
0	260
1	0
0	111
4	111
0	33
0	33
0	34
0	33
0	24
0	29
0	33
0	34
0	24
0	33
34	196
0	196
250	0
4	31
236	6
0	206
0	206
0	206
0	109
0	109
0	7
0	0
18	6
0	0
36	28
0	20
0	20
0	17
0	19
0	16
0	13
0	12
0	8
3	3
0	3
4524	0
0	110
0	88
0	88
0	75
0	96
0	0
0	299
0	300
0	299
0	298
0	300
0	298
105	249
0	97
0	97
12	10
34	29
136	0
0	1
2	663
64	663
316	0
52	0
1	0
973	0
39	0
0	0
5	0
56	19
0	19
5	1202
0	1202
0	45
0	45
3	44
0	0
13	15
0	1
3	0
40	0
0	130
11	129
0	130
0	1
29	1075
0	1075
0	0
14	1
0	0
1	200
0	261
0	241
3	224
220	0
5	0
340	144
3	144
0	147
0	146
0	144
0	143
0	147
0	146
117	0
0	145
0	37
0	17
17	125
66	46
0	1
0	1
0	0
0	0
229	0
548	46
0	0
1	7
0	7
45	0
0	0
0	204
0	249
0	249
0	249
0	0
0	135
0	135
0	17
0	17
0	17
10	0
1	63
0	51
0	63
0	63
0	63
0	63
0	63
0	63
0	60
0	60
0	0
3	0
0	0
0	0
50	12
1	27
0	27
1	80
0	79
0	76
0	80
0	76
0	79
0	79
0	854
0	811
0	693
0	736
1	0
0	0
3	63
0	63
0	63
128	0
0	1
19	159
0	159
0	151
1	145
0	0
0	95
0	92
0	108
0	96
0	108
0	88
0	91
0	80
6	20
3	70
0	70
10	0
4	0
81	28
327	28
89	0
271	0
1	0
57	3
0	34
0	29
0	29
0	34
0	36
0	41
0	36
0	36
0	40
0	27
0	36
0	41
0	22
0	22
0	27
0	36
1	18
0	40
0	22
0	18
0	0
