UniqueCount	AmbigCount
0	203
0	203
91	315
0	0
83	110
24	183
97	182
0	1440
1	1323
6	1533
6	554
0	554
209	167
63	108
0	144
0	144
0	142
0	143
4	52
53	0
4	3
0	55
1	229
6	14
0	14
0	16
19	178
1	8
31	29
21	148
53	29
1	195
0	200
3	196
2	26
0	92
0	0
0	0
11	64
20	0
0	0
0	729
18	420
0	15
25	0
3	984
0	936
0	958
0	950
0	924
2	0
0	0
0	24
0	25
0	25
0	23
0	22
0	0
0	538
0	467
0	487
0	27
65	27
288	0
0	1
0	0
0	1
106	115
0	1
0	1
42	1
0	0
3	303
0	319
0	304
0	271
0	289
0	21
0	21
11	0
3	0
332	1
32	0
694	0
223	0
276	0
2	0
15	58
0	29
0	7
0	29
8	1322
1	1322
32	0
0	374
23	374
0	31
113	218
0	10276
0	10276
0	10341
0	10320
0	0
0	0
0	0
2	131
0	131
0	131
7	0
3	257
0	257
1	257
0	257
2	257
0	256
0	102
0	95
0	92
0	85
0	109
0	99
0	91
0	83
4	85
5	106
466	4
0	0
8	4
0	129
0	132
0	124
0	115
0	118
4	136
0	136
0	131
2	429
18	429
2	0
0	686
0	676
0	687
0	677
0	683
0	0
0	64
0	64
0	58
0	61
0	58
0	61
6	0
1192	1516
4	1516
65	513
0	338
2	1
196	375
0	0
0	0
63	22
0	110
0	99
0	92
0	109
10	0
7	1
2	10
6	1
1	10
0	0
0	0
1	0
9	0
3	0
17	1
161	1
0	526
0	526
0	20
0	20
0	19
0	19
205	0
10	1209
0	1100
0	976
53	0
462	0
33	1960
1	1960
887	0
9	440
2	436
141	34
0	355
0	350
42	34
29	0
4	282
0	0
7	1596
299	18
1	0
0	141
0	152
0	125
0	122
0	95
0	111
14	1375
0	1375
0	1352
0	0
0	0
0	0
26	4
0	939
17	938
1	931
0	83
10	83
1096	0
0	25
0	29
0	29
223	9
50	629
16	334
0	629
0	1
5655	0
0	3226
2	2962
0	2615
676	0
94	0
0	0
2	0
26	1
0	65
0	50
0	67
0	48
0	50
0	48
0	0
318	2011
8	1
23	46
46	81
3	4
0	1
101	174
38	174
11	0
0	0
339	0
0	6
0	6
4	6164
0	6080
0	5619
0	123
0	120
0	120
0	117
0	122
0	112
0	107
0	113
0	110
0	117
0	117
40	0
0	98
0	96
0	64
1	94
0	84
0	1298
0	1344
0	1344
12	0
6	2
0	0
0	0
0	0
1	0
0	0
9	0
0	0
156	0
0	0
2	234
0	234
0	94
0	96
0	93
0	155
0	160
0	158
2	158
24	40
15	53
0	0
13	3831
8	3831
170	40
292	0
36	27
148	1413
0	1413
5	32
0	549
0	542
0	498
0	498
0	491
360	0
51	1
0	0
6	167
2	167
2	102
0	102
0	0
0	0
0	174
0	0
0	0
0	0
0	0
0	26
0	14
0	14
5	91
0	0
0	3
1	0
0	468
0	436
0	439
0	468
0	424
0	427
0	456
0	1
0	1
3	7
0	7
3	2
0	6
47	316
1	273
2	285
141	0
40	2503
0	2503
8	0
0	715
0	702
0	671
0	658
0	1
247	249
62	2042
8	2042
0	0
0	0
0	27
6	3
1734	1755
78	232
151	260
0	273
0	277
3	273
0	277
0	0
2	0
2	279
0	279
22	3
0	1203
0	1159
0	1108
0	1171
22	113
0	178
0	178
0	178
585	920
3	10
1	3
710	0
1	99
0	97
0	65
0	65
0	65
0	93
0	0
451	5
224	0
0	831
0	801
0	812
0	782
2198	0
263	0
0	39
0	37
0	39
135	164
0	0
0	0
132	182
4	47
0	0
0	8
0	8
0	0
1	25
0	26
0	26
0	320
0	445
0	390
10	0
0	201
8	201
0	48
0	48
0	48
0	49
0	32
0	48
0	49
0	49
0	33
0	50
51	261
0	261
522	0
6	143
345	4
0	335
0	335
0	327
1	224
0	224
0	73
1	0
13	4
0	0
38	66
0	52
3	55
0	43
0	52
0	43
0	45
0	45
0	20
21	46
0	46
3774	0
0	267
0	243
0	243
1	165
0	238
0	0
0	691
0	704
0	691
0	687
0	704
0	687
366	490
1	106
0	104
8	8
25	43
180	0
0	2
15	658
119	658
391	0
95	0
0	0
2152	0
75	0
1	0
4	0
55	61
0	61
13	1680
0	1680
5	160
1	146
6	142
0	0
48	68
1	3
3	0
64	0
0	118
26	110
0	118
0	4
44	1848
0	1848
0	0
30	3
0	0
0	253
0	358
0	315
3	326
637	0
7	0
104	79
1	79
0	122
0	122
0	119
0	119
0	121
0	121
107	0
0	265
5	70
1	69
10	264
210	170
0	2
0	2
1	0
1	0
537	0
1142	117
1	0
2	9
0	9
135	0
0	0
0	295
0	359
0	357
0	359
0	0
1	184
0	186
0	77
0	70
1	75
30	0
0	47
0	40
1	47
0	47
0	47
0	47
0	47
0	46
0	44
0	44
0	0
17	0
