Prupe.1G032000.v2.1	0
Prupe.1G032100.v2.1	0
Prupe.1G032200.v2.1	0
Prupe.1G032300.v2.1	29
Prupe.1G032400.v2.1	1
Prupe.1G032500.v2.1	5
Prupe.1G032600.v2.1	124
Prupe.1G032700.v2.1	0
Prupe.1G032800.v2.1	0
Prupe.1G032900.v2.1	0
Prupe.1G033000.v2.1	0
Prupe.1G033100.v2.1	5
Prupe.1G033200.v2.1	4134
Prupe.1G033300.v2.1	1
Prupe.1G033400.v2.1	0
Prupe.1G033500.v2.1	280
Prupe.1G033600.v2.1	134
Prupe.1G033700.v2.1	25
Prupe.1G033800.v2.1	39
Prupe.1G033900.v2.1	79
Prupe.1G034000.v2.1	63
Prupe.1G034100.v2.1	1
Prupe.1G034200.v2.1	0
Prupe.1G034300.v2.1	4612
Prupe.1G034400.v2.1	2
Prupe.1G034500.v2.1	46
Prupe.1G034600.v2.1	120
Prupe.1G034700.v2.1	527
Prupe.1G034800.v2.1	35
Prupe.1G034900.v2.1	412
Prupe.1G035000.v2.1	266
Prupe.1G035100.v2.1	838
Prupe.1G035200.v2.1	888
Prupe.1G035300.v2.1	32
Prupe.1G035400.v2.1	391
Prupe.1G035500.v2.1	353
Prupe.1G035600.v2.1	14
Prupe.1G035700.v2.1	39
Prupe.1G035800.v2.1	16
Prupe.1G035900.v2.1	0
Prupe.1G036000.v2.1	14
Prupe.1G036100.v2.1	0
Prupe.1G036200.v2.1	32
Prupe.1G036300.v2.1	0
Prupe.1G036400.v2.1	66
Prupe.1G036500.v2.1	1
Prupe.1G036600.v2.1	5
Prupe.1G036700.v2.1	3
Prupe.1G036800.v2.1	48
Prupe.1G036900.v2.1	237
Prupe.1G037000.v2.1	775
Prupe.1G037100.v2.1	67
Prupe.1G037200.v2.1	2
Prupe.1G037300.v2.1	1
Prupe.1G037400.v2.1	518
Prupe.1G037500.v2.1	427
Prupe.1G037600.v2.1	14
Prupe.1G037700.v2.1	19
Prupe.1G037800.v2.1	3
Prupe.1G037900.v2.1	450
Prupe.1G038000.v2.1	1545
Prupe.1G038100.v2.1	130
Prupe.1G038200.v2.1	4
Prupe.1G038300.v2.1	0
Prupe.1G038400.v2.1	1
Prupe.1G038500.v2.1	1508
Prupe.1G038600.v2.1	514
Prupe.1G038700.v2.1	359
Prupe.1G038800.v2.1	48
Prupe.1G038900.v2.1	2070
Prupe.1G039000.v2.1	3121
Prupe.1G039100.v2.1	5637
Prupe.1G039200.v2.1	90
Prupe.1G039300.v2.1	5299
Prupe.1G039400.v2.1	2
Prupe.1G039500.v2.1	151
Prupe.1G039600.v2.1	21
Prupe.1G039700.v2.1	55
Prupe.1G039800.v2.1	0
Prupe.1G039900.v2.1	1293
Prupe.1G040000.v2.1	151
Prupe.1G040100.v2.1	23
Prupe.1G040200.v2.1	1752
Prupe.1G040300.v2.1	3
Prupe.1G040400.v2.1	765
Prupe.1G040500.v2.1	893
Prupe.1G040600.v2.1	54
Prupe.1G040700.v2.1	2116
Prupe.1G040800.v2.1	0
Prupe.1G040900.v2.1	0
Prupe.1G041000.v2.1	0
Prupe.1G041100.v2.1	1330
Prupe.1G041200.v2.1	75
Prupe.1G041300.v2.1	8
Prupe.1G041400.v2.1	73
Prupe.1G041500.v2.1	2961
Prupe.1G041600.v2.1	19
Prupe.1G041700.v2.1	624
Prupe.1G041800.v2.1	2
Prupe.1G041900.v2.1	5
Prupe.1G042000.v2.1	44
Prupe.1G042100.v2.1	109
Prupe.1G042200.v2.1	220
Prupe.1G042300.v2.1	180
Prupe.1G042400.v2.1	172
Prupe.1G042500.v2.1	58
Prupe.1G042600.v2.1	0
Prupe.1G042700.v2.1	2
Prupe.1G042800.v2.1	24
Prupe.1G042900.v2.1	4
Prupe.1G043000.v2.1	0
Prupe.1G043100.v2.1	68
Prupe.1G043200.v2.1	0
Prupe.1G043300.v2.1	37
Prupe.1G043400.v2.1	130
Prupe.1G043500.v2.1	47
Prupe.1G043600.v2.1	4
Prupe.1G043700.v2.1	194
Prupe.1G043800.v2.1	0
Prupe.1G043900.v2.1	0
Prupe.1G044000.v2.1	181
Prupe.1G044100.v2.1	0
Prupe.1G044200.v2.1	0
Prupe.1G044300.v2.1	273
Prupe.1G044400.v2.1	228
Prupe.1G044500.v2.1	1
Prupe.1G044600.v2.1	777
Prupe.1G044700.v2.1	443
Prupe.1G044800.v2.1	6
Prupe.1G044900.v2.1	0
Prupe.1G045000.v2.1	0
Prupe.1G045100.v2.1	466
Prupe.1G045200.v2.1	786
Prupe.1G045300.v2.1	1749
Prupe.1G045400.v2.1	8
Prupe.1G045500.v2.1	1621
Prupe.1G045600.v2.1	146
Prupe.1G045700.v2.1	10
Prupe.1G045800.v2.1	286
Prupe.1G045900.v2.1	2319
Prupe.1G046000.v2.1	32
Prupe.1G046100.v2.1	113
Prupe.1G046200.v2.1	11
Prupe.1G046300.v2.1	8
Prupe.1G046400.v2.1	53
Prupe.1G046500.v2.1	39
Prupe.1G046600.v2.1	1559
Prupe.1G046700.v2.1	45
Prupe.1G046800.v2.1	65
Prupe.1G046900.v2.1	35
Prupe.1G047000.v2.1	3002
Prupe.1G047100.v2.1	17
Prupe.1G047200.v2.1	14
Prupe.1G047300.v2.1	390
Prupe.1G047400.v2.1	10
Prupe.1G047500.v2.1	2356
Prupe.1G047600.v2.1	227
Prupe.1G047700.v2.1	50
Prupe.1G047800.v2.1	171
Prupe.1G047900.v2.1	29
Prupe.1G048000.v2.1	28
Prupe.1G048100.v2.1	114
Prupe.1G048200.v2.1	29
Prupe.1G048300.v2.1	167
Prupe.1G048400.v2.1	114
Prupe.1G048500.v2.1	74
Prupe.1G048600.v2.1	46
Prupe.1G048700.v2.1	26
Prupe.1G048800.v2.1	663
Prupe.1G048900.v2.1	973
Prupe.1G049000.v2.1	788
Prupe.1G049100.v2.1	4
Prupe.1G049200.v2.1	38
Prupe.1G049300.v2.1	1928
Prupe.1G049400.v2.1	660
Prupe.1G049500.v2.1	0
Prupe.1G049600.v2.1	316
Prupe.1G049700.v2.1	0
Prupe.1G049800.v2.1	0
Prupe.1G049900.v2.1	62
Prupe.1G050000.v2.1	5
Prupe.1G050100.v2.1	0
Prupe.1G050200.v2.1	241
Prupe.1G050300.v2.1	0
Prupe.1G050400.v2.1	0
Prupe.1G050500.v2.1	1
Prupe.1G050600.v2.1	265
Prupe.1G050700.v2.1	190
Prupe.1G050800.v2.1	330
Prupe.1G050900.v2.1	2127
Prupe.1G051000.v2.1	368
Prupe.1G051100.v2.1	12
Prupe.1G051200.v2.1	193
Prupe.1G051300.v2.1	54
Prupe.1G051400.v2.1	16
Prupe.1G051500.v2.1	3
Prupe.1G051600.v2.1	22
Prupe.1G051700.v2.1	15
Prupe.1G051800.v2.1	39
Prupe.1G051900.v2.1	13
Prupe.1G052000.v2.1	0
Prupe.1G052100.v2.1	1
Prupe.1G052200.v2.1	60
Prupe.1G052300.v2.1	162
Prupe.1G052400.v2.1	1296
Prupe.1G052500.v2.1	330
Prupe.1G052600.v2.1	72
Prupe.1G052700.v2.1	452
Prupe.1G052800.v2.1	0
Prupe.1G052900.v2.1	1
Prupe.1G053000.v2.1	8
Prupe.1G053100.v2.1	1
Prupe.1G053200.v2.1	1
Prupe.1G053300.v2.1	2
Prupe.1G053400.v2.1	3
Prupe.1G053500.v2.1	1
Prupe.1G053600.v2.1	1188
Prupe.1G053700.v2.1	0
Prupe.1G053800.v2.1	6702
Prupe.1G053900.v2.1	107
Prupe.1G054000.v2.1	218
Prupe.1G054100.v2.1	1084
Prupe.1G054200.v2.1	95
Prupe.1G054300.v2.1	0
Prupe.1G054400.v2.1	16
Prupe.1G054500.v2.1	1
Prupe.1G054600.v2.1	266
Prupe.1G054700.v2.1	992
Prupe.1G054800.v2.1	74
Prupe.1G054900.v2.1	66
Prupe.1G055000.v2.1	5
Prupe.1G055100.v2.1	0
Prupe.1G055200.v2.1	33
Prupe.1G055300.v2.1	0
Prupe.1G055400.v2.1	0
Prupe.1G055500.v2.1	0
Prupe.1G055600.v2.1	0
Prupe.1G055700.v2.1	0
Prupe.1G055800.v2.1	0
Prupe.1G055900.v2.1	0
Prupe.1G056000.v2.1	0
Prupe.1G056100.v2.1	0
Prupe.1G056200.v2.1	1015
Prupe.1G056300.v2.1	522
Prupe.1G056400.v2.1	956
Prupe.1G056500.v2.1	1363
Prupe.1G056600.v2.1	5
Prupe.1G056700.v2.1	0
Prupe.1G056800.v2.1	15
Prupe.1G056900.v2.1	95
Prupe.1G057000.v2.1	0
Prupe.1G057100.v2.1	0
Prupe.1G057200.v2.1	0
Prupe.1G057300.v2.1	0
Prupe.1G057400.v2.1	165
Prupe.1G057500.v2.1	444
Prupe.1G057600.v2.1	521
Prupe.1G057700.v2.1	0
Prupe.1G057800.v2.1	0
Prupe.1G057900.v2.1	7
Prupe.1G058000.v2.1	0
Prupe.1G058100.v2.1	0
Prupe.1G058200.v2.1	0
Prupe.1G058300.v2.1	0
Prupe.1G058400.v2.1	10
Prupe.1G058500.v2.1	5
Prupe.1G058600.v2.1	0
Prupe.1G058700.v2.1	0
Prupe.1G058800.v2.1	1
Prupe.1G058900.v2.1	0
Prupe.1G059000.v2.1	0
Prupe.1G059100.v2.1	1
Prupe.1G059200.v2.1	0
Prupe.1G059300.v2.1	0
Prupe.1G059400.v2.1	0
Prupe.1G059500.v2.1	0
Prupe.1G059600.v2.1	0
Prupe.1G059700.v2.1	0
Prupe.1G059800.v2.1	0
Prupe.1G059900.v2.1	8
Prupe.1G060000.v2.1	787
Prupe.1G060100.v2.1	26
Prupe.1G060200.v2.1	3
Prupe.1G060300.v2.1	42
Prupe.1G060400.v2.1	3
Prupe.1G060500.v2.1	0
Prupe.1G060600.v2.1	3
Prupe.1G060700.v2.1	2
Prupe.1G060800.v2.1	326
Prupe.1G060900.v2.1	518
Prupe.1G061000.v2.1	73
Prupe.1G061100.v2.1	1350
Prupe.1G061200.v2.1	18
Prupe.1G061300.v2.1	0
Prupe.1G061400.v2.1	1
Prupe.1G061500.v2.1	81
Prupe.1G061600.v2.1	0
Prupe.1G061700.v2.1	0
Prupe.1G061800.v2.1	798
Prupe.1G061900.v2.1	3915
Prupe.1G062000.v2.1	0
Prupe.1G062100.v2.1	0
Prupe.1G062200.v2.1	1
Prupe.1G062300.v2.1	0
Prupe.1G062400.v2.1	0
Prupe.1G062500.v2.1	0
Prupe.1G062600.v2.1	0
Prupe.1G062700.v2.1	0
Prupe.1G062800.v2.1	0
Prupe.1G062900.v2.1	0
Prupe.1G063000.v2.1	575
Prupe.1G063100.v2.1	311
Prupe.1G063200.v2.1	14
Prupe.1G063300.v2.1	203
Prupe.1G063400.v2.1	1167
Prupe.1G063500.v2.1	0
Prupe.1G063600.v2.1	151
Prupe.1G063700.v2.1	1
Prupe.1G063800.v2.1	480
Prupe.1G063900.v2.1	0
Prupe.1G064000.v2.1	368
Prupe.1G064100.v2.1	2
Prupe.1G064200.v2.1	1
Prupe.1G064300.v2.1	9
Prupe.1G064400.v2.1	75
Prupe.1G064500.v2.1	0
Prupe.1G064600.v2.1	543
Prupe.1G064700.v2.1	178
Prupe.1G064800.v2.1	175
Prupe.1G064900.v2.1	18
Prupe.1G065000.v2.1	704
Prupe.1G065100.v2.1	11
Prupe.1G065200.v2.1	631
Prupe.1G065300.v2.1	892
Prupe.1G065400.v2.1	0
Prupe.1G065500.v2.1	68
Prupe.1G065600.v2.1	271
Prupe.1G065700.v2.1	585
Prupe.1G065800.v2.1	861
Prupe.1G065900.v2.1	2
Prupe.1G066000.v2.1	0
Prupe.1G066100.v2.1	84
Prupe.1G066200.v2.1	7
Prupe.1G066300.v2.1	2
Prupe.1G066400.v2.1	0
Prupe.1G066500.v2.1	27
Prupe.1G066600.v2.1	0
Prupe.1G066700.v2.1	0
Prupe.1G066800.v2.1	0
Prupe.1G066900.v2.1	0
Prupe.1G067000.v2.1	22
Prupe.1G067100.v2.1	0
Prupe.1G067200.v2.1	91
Prupe.1G067300.v2.1	0
Prupe.1G067400.v2.1	25
Prupe.1G067500.v2.1	86
Prupe.1G067600.v2.1	52
Prupe.1G067700.v2.1	315
Prupe.1G067800.v2.1	273
Prupe.1G067900.v2.1	1957
Prupe.1G068000.v2.1	484
Prupe.1G068100.v2.1	28
Prupe.1G068200.v2.1	70
Prupe.1G068300.v2.1	0
Prupe.1G068400.v2.1	1
Prupe.1G068500.v2.1	0
Prupe.1G068600.v2.1	102
Prupe.1G068700.v2.1	1
Prupe.1G068800.v2.1	3
Prupe.1G068900.v2.1	85
Prupe.1G069000.v2.1	0
Prupe.1G069100.v2.1	0
Prupe.1G069200.v2.1	2
Prupe.1G069300.v2.1	14
Prupe.1G069400.v2.1	768
Prupe.1G069500.v2.1	145
Prupe.1G069600.v2.1	23
Prupe.1G069700.v2.1	521
Prupe.1G069800.v2.1	2487
Prupe.1G069900.v2.1	1278
Prupe.1G070000.v2.1	58
Prupe.1G070100.v2.1	131
Prupe.1G070200.v2.1	163
Prupe.1G070300.v2.1	46
Prupe.1G070400.v2.1	2
Prupe.1G070500.v2.1	634
Prupe.1G070600.v2.1	133
Prupe.1G070700.v2.1	55
Prupe.1G070800.v2.1	0
Prupe.1G070900.v2.1	0
Prupe.1G071000.v2.1	179
Prupe.1G071100.v2.1	529
Prupe.1G071200.v2.1	205
Prupe.1G071300.v2.1	12
Prupe.1G071400.v2.1	1419
Prupe.1G071500.v2.1	0
Prupe.1G071600.v2.1	0
Prupe.1G071700.v2.1	0
Prupe.1G071800.v2.1	12
Prupe.1G071900.v2.1	191
Prupe.1G072000.v2.1	518
Prupe.1G072100.v2.1	12
Prupe.1G072200.v2.1	60
Prupe.1G072300.v2.1	0
Prupe.1G072400.v2.1	0
Prupe.1G072500.v2.1	76
Prupe.1G072600.v2.1	2582
Prupe.1G072700.v2.1	1
Prupe.1G072800.v2.1	5
Prupe.1G072900.v2.1	1
Prupe.1G073000.v2.1	738
Prupe.1G073100.v2.1	1619
Prupe.1G073200.v2.1	383
Prupe.1G073300.v2.1	42
Prupe.1G073400.v2.1	29
Prupe.1G073500.v2.1	0
Prupe.1G073600.v2.1	565
Prupe.1G073700.v2.1	147
Prupe.1G073800.v2.1	139
Prupe.1G073900.v2.1	19
Prupe.1G074000.v2.1	9
Prupe.1G074100.v2.1	0
Prupe.1G074200.v2.1	262
Prupe.1G074300.v2.1	0
Prupe.1G074400.v2.1	5516
Prupe.1G074500.v2.1	489
Prupe.1G074600.v2.1	380
Prupe.1G074700.v2.1	76
Prupe.1G074800.v2.1	580
Prupe.1G074900.v2.1	85
Prupe.1G075000.v2.1	8
Prupe.1G075100.v2.1	343
Prupe.1G075200.v2.1	24
Prupe.1G075300.v2.1	34
Prupe.1G075400.v2.1	263
Prupe.1G075500.v2.1	585
Prupe.1G075600.v2.1	925
Prupe.1G075700.v2.1	59
Prupe.1G075800.v2.1	8
Prupe.1G075900.v2.1	0
Prupe.1G076000.v2.1	0
Prupe.1G076100.v2.1	0
Prupe.1G076200.v2.1	601
Prupe.1G076300.v2.1	378
Prupe.1G076400.v2.1	1950
Prupe.1G076500.v2.1	323
Prupe.1G076600.v2.1	2048
Prupe.1G076700.v2.1	144
Prupe.1G076800.v2.1	1216
Prupe.1G076900.v2.1	6
Prupe.1G077000.v2.1	29
Prupe.1G077100.v2.1	75
Prupe.1G077200.v2.1	444
Prupe.1G077300.v2.1	241
Prupe.1G077400.v2.1	2109
Prupe.1G077500.v2.1	28
Prupe.1G077600.v2.1	10
Prupe.1G077700.v2.1	672
Prupe.1G077800.v2.1	7
Prupe.1G077900.v2.1	59
Prupe.1G078000.v2.1	0
Prupe.1G078100.v2.1	1887
Prupe.1G078200.v2.1	3246
Prupe.1G078300.v2.1	34
Prupe.1G078400.v2.1	2
Prupe.1G078500.v2.1	1
Prupe.1G078600.v2.1	0
Prupe.1G078700.v2.1	399
Prupe.1G078800.v2.1	0
Prupe.1G078900.v2.1	0
Prupe.1G079000.v2.1	21
Prupe.1G079100.v2.1	119
Prupe.1G079200.v2.1	227
Prupe.1G079300.v2.1	1147
Prupe.1G079400.v2.1	161
Prupe.1G079500.v2.1	1074
Prupe.1G079600.v2.1	171
Prupe.1G079700.v2.1	165
Prupe.1G079800.v2.1	9939
Prupe.1G079900.v2.1	2
Prupe.1G080000.v2.1	0
Prupe.1G080100.v2.1	263
Prupe.1G080200.v2.1	264
Prupe.1G080300.v2.1	0
Prupe.1G080400.v2.1	0
Prupe.1G080500.v2.1	120
Prupe.1G080600.v2.1	94
Prupe.1G080700.v2.1	20
Prupe.1G080800.v2.1	1
Prupe.1G080900.v2.1	211
Prupe.1G081000.v2.1	53
Prupe.1G081100.v2.1	18
Prupe.1G081200.v2.1	34
Prupe.1G081300.v2.1	3
Prupe.1G081400.v2.1	1090
Prupe.1G081500.v2.1	1030
Prupe.1G081600.v2.1	357
Prupe.1G081700.v2.1	355
