"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Prupe.1G001800",162.752684670206,-0.869646675567154,0.234707915040922,-3.70522943555409,0.000211199469856202,0.00130889896419613
"Prupe.1G002300",249.838981121937,-0.408077516816751,0.148910270327203,-2.74042559938999,0.00613596722738791,0.0221149389716057
"Prupe.1G002400",250.00008845898,-0.413475220201787,0.120522436325671,-3.43069085563878,0.000602046288376279,0.00321483848629274
"Prupe.1G002500",1378.86241250371,-0.809746332809723,0.293852849263187,-2.75561844930243,0.00585812891641424,0.0212850750448974
"Prupe.1G002900",668.184068776602,0.847369231084258,0.288900730915127,2.93308095275535,0.00335616370766917,0.0135347457560577
"Prupe.1G003100",1084.99368617764,-0.594553072093983,0.163097627933182,-3.64538147873958,0.000266995446179911,0.00159733786711448
"Prupe.1G004000",113.233323254762,-0.700507825621833,0.138744455460064,-5.04890680711536,4.44345418493023e-07,6.04626131584389e-06
"Prupe.1G004100",7.76268818601802,1.25387794227092,0.522508555029333,2.39972710533043,0.0164072985484149,0.0490585460650442
"Prupe.1G004600",21.5980792065703,-0.763092112098045,0.28731199021214,-2.65597029742688,0.00790805793945237,0.0271823588748007
"Prupe.1G004800",1520.01352477342,-1.23500423625848,0.155440818658581,-7.94517326218608,1.93919545100281e-15,1.2779845130543e-13
"Prupe.1G005300",76.9533041598089,-0.670925224546021,0.15370408013383,-4.36504498749706,1.2709659878394e-05,0.000112503233525675
"Prupe.1G005400",36.0040016449835,1.36389400251269,0.475527658563505,2.86816965943221,0.00412854078994147,0.0160255378557865
"Prupe.1G005600",259.217275590949,-1.36352864106967,0.342632684853205,-3.97956383423796,6.90418203640491e-05,0.000495321975065939
"Prupe.1G005800",84.1136531955826,-0.953882447470083,0.35878766310208,-2.65862666297612,0.0078459851974385,0.0270093575905927
"Prupe.1G005900",26.9223716169135,-1.22498363528948,0.349672402273246,-3.50323224631334,0.000459648507447963,0.00254898194990201
"Prupe.1G006400",265.599072602196,0.537130539563236,0.198897256421736,2.700542728575,0.00692264441211966,0.0243695166570649
"Prupe.1G006600",14.4690242829622,1.85450500989234,0.387437501271564,4.78659139553058,1.69637706767451e-06,1.97688110275617e-05
"Prupe.1G007100",117.941231959222,-0.748280728162822,0.135863606959008,-5.5075876823187,3.63784228514578e-08,6.40522264326798e-07
"Prupe.1G007200",80.7345021909601,-0.493687171652073,0.192858019408756,-2.55984777384714,0.0104718021554961,0.0341845802352476
"Prupe.1G008000",357.87539510723,-0.352653824817118,0.105333908253813,-3.34796107600379,0.000814084443645123,0.00417650534529079
"Prupe.1G008100",17.4058925008769,-1.18285136779823,0.32810573859967,-3.60509198298862,0.00031204238708776,0.00182833531319564
"Prupe.1G008200",34.394509808854,-0.609843328203221,0.247157216142723,-2.46743080263156,0.0136086521255578,0.0421781945504351
"Prupe.1G008300",133.524087008162,1.79709205386195,0.602918332724546,2.98065584727043,0.00287631839492613,0.0119045512298576
"Prupe.1G008500",1054.37839384376,0.712864138465971,0.137153049522951,5.19758139498518,2.01898145054441e-07,2.98278615845363e-06
"Prupe.1G011400",426.601918127878,1.22552565010609,0.193594861357954,6.33036249779437,2.44585896685757e-10,6.97683759297785e-09
"Prupe.1G011500",1088.75699288307,0.556489098174011,0.211847777891612,2.62683471930835,0.00861831840272457,0.0291759915910594
"Prupe.1G012200",1046.52728764435,-2.70569063023889,0.324170225627245,-8.34651185192465,7.03085893938849e-17,5.59885407131682e-15
"Prupe.1G012800",18.5355951954485,1.14401064316088,0.351590693095556,3.25381378297736,0.00113866894425794,0.00553319595243179
"Prupe.1G012900",20.7278025031111,-4.336181081209,0.780608200476396,-5.55487513270125,2.77810280943562e-08,5.00463199338175e-07
"Prupe.1G013000",297.747754005962,-0.565341380270467,0.122748841180812,-4.60567590562997,4.11128278332446e-06,4.24307795551449e-05
"Prupe.1G013100",278.201333126845,-0.59549772287961,0.232719833554524,-2.55886107249252,0.0105015699996465,0.0342604758073507
"Prupe.1G015300",844.408654734469,0.378053914433078,0.153267201107157,2.46663285883821,0.0136390120637269,0.0422287114308881
"Prupe.1G015500",352.864274098935,-0.502098626237059,0.122877205575348,-4.08618200492178,4.38529824524004e-05,0.000331507101796768
"Prupe.1G015700",28.1677335689964,0.858546658712062,0.326413466574366,2.63024276455966,0.00853239143576913,0.0289363550821382
"Prupe.1G015800",70.7704795331044,2.72082971076636,0.312948143416692,8.69418709777601,3.49321658668198e-18,3.16542639231962e-16
"Prupe.1G016000",1110.72362274458,0.823068428838874,0.300756320894876,2.73666211366697,0.00620660055651298,0.0223045065811235
"Prupe.1G016400",70.4661791614538,2.95803342674567,0.324468997631129,9.11653639744188,7.75635616108509e-20,8.36214746535856e-18
"Prupe.1G016500",35.9702868540531,2.59904254738577,0.522506038621964,4.97418662230273,6.5522164555816e-07,8.57170171410654e-06
"Prupe.1G016700",12.4719579319431,2.13368042479989,0.724685670738746,2.94428399919211,0.00323702811783676,0.0131349241693268
"Prupe.1G017300",539.540561304163,0.661279067230023,0.215768685652954,3.0647592129918,0.00217845305776147,0.00947798398868366
"Prupe.1G018600",92.9940227742565,1.21387655945159,0.346511186598314,3.50313815657199,0.00045981090700087,0.00254921009965171
"Prupe.1G018700",64.589237154341,1.14942255661898,0.325348673590757,3.53289455258327,0.000411036381737318,0.00231481860521394
"Prupe.1G018900",646.402220607321,-1.15077161358169,0.424094855801587,-2.71347694469578,0.00665812011192253,0.0236407253423044
